,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
206,206,206,206,GB,2020-07-25,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,530.0,17.0,142954.0,300710.0,41316.0,10975936.0,120.0,131511.0,1402.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-40.0,-16.0,25.0,-37.0,-15.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,15.811111,12.888889,18.577778,1.80975,0.0,13.259259,81.892786
207,207,207,207,GB,2020-07-26,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,563.0,17.0,113424.0,301273.0,41333.0,11095717.0,109.0,131620.0,1384.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-33.0,-17.0,78.0,-30.0,-9.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,14.344444,10.988889,17.05,1.17475,0.0,11.185185,78.429151
208,208,208,208,GB,2020-07-27,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,869.0,13.0,99090.0,302142.0,41346.0,11195038.0,129.0,131749.0,1371.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-29.0,-14.0,40.0,-46.0,-51.0,14.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,13.561111,11.294444,17.222222,4.064,0.0,11.919753,86.935062
209,209,209,209,GB,2020-07-28,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,856.0,12.0,154946.0,302998.0,41358.0,11349983.0,119.0,131868.0,1370.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-26.0,-10.0,100.0,-42.0,-48.0,14.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,12.572222,9.866667,15.388889,7.112,0.0,7.987654,70.485135
210,210,210,210,GB,2020-07-29,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1062.0,12.0,165480.0,304060.0,41370.0,11515652.0,131.0,131999.0,1351.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-25.0,-10.0,107.0,-41.0,-48.0,13.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,12.633333,9.005556,16.183333,0.0762,0.0,7.255556,70.562665
211,211,211,211,GB,2020-07-30,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,946.0,10.0,206656.0,305006.0,41380.0,11722733.0,132.0,132131.0,1315.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-23.0,-7.0,120.0,-41.0,-48.0,13.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,15302180.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,14.422222,8.733333,20.077778,1.016,0.0,11.905556,84.986762
212,212,212,212,GB,2020-07-31,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,698.0,14.0,190220.0,305704.0,41394.0,11912950.0,114.0,132245.0,1267.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-29.0,-11.0,120.0,-37.0,-48.0,11.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,64.35,20.783333,11.827778,29.255556,2.322286,0.0,13.455556,63.118468
213,213,213,213,GB,2020-08-01,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,559.0,11.0,162088.0,306263.0,41405.0,12075267.0,128.0,132373.0,1291.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-36.0,-14.0,72.0,-30.0,-14.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,15.983333,12.238889,19.027778,0.381,0.0,12.238889,78.96834
214,214,214,214,GB,2020-08-02,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,564.0,10.0,163786.0,306827.0,41415.0,12250937.0,93.0,132466.0,1255.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-28.0,-15.0,93.0,-27.0,-9.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,13.766667,10.383333,17.055556,2.322286,0.0,9.983333,78.482091
215,215,215,215,GB,2020-08-03,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1060.0,16.0,158666.0,307887.0,41431.0,12407146.0,110.0,132576.0,1253.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-15.0,-11.0,115.0,-39.0,-49.0,11.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,15302180.0,0.0,2.0,2.0,2.0,0.0,29074142.0,2.0,0.0,69.91,12.511111,7.444444,16.316667,0.9398,0.0,7.438889,71.774038
216,216,216,216,GB,2020-08-04,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1066.0,14.0,163422.0,308953.0,41445.0,12571991.0,125.0,132701.0,1218.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-19.0,-13.0,89.0,-42.0,-49.0,13.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,12.4,6.577778,16.683333,0.870857,0.0,10.605556,88.965115
217,217,217,217,GB,2020-08-05,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1092.0,6.0,174519.0,310045.0,41451.0,12748043.0,138.0,132839.0,1202.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-16.0,-13.0,86.0,-43.0,-48.0,13.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,17.3,15.316667,19.544444,7.4295,0.0,15.092593,84.319876
218,218,218,218,GB,2020-08-06,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1105.0,9.0,185980.0,311150.0,41460.0,12938980.0,100.0,132939.0,1157.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-23.0,-10.0,120.0,-42.0,-48.0,12.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,17.688889,13.016667,21.233333,2.0828,0.0,14.422222,81.623841
219,219,219,219,GB,2020-08-07,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,973.0,13.0,181864.0,312123.0,41473.0,13121091.0,117.0,133056.0,1096.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-28.0,-12.0,114.0,-39.0,-48.0,11.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,19.083333,12.933333,23.85,0.0,0.0,15.783333,81.652053
220,220,220,220,GB,2020-08-08,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,710.0,14.0,165176.0,312833.0,41487.0,13286362.0,139.0,133195.0,1028.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-35.0,-14.0,92.0,-31.0,-13.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,15.616667,10.844444,19.85,0.0,0.0,11.355556,75.8492
221,221,221,221,GB,2020-08-09,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,627.0,9.0,166207.0,313460.0,41496.0,13453361.0,106.0,133301.0,984.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-28.0,-15.0,103.0,-27.0,-8.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,15.055556,11.3,18.877778,0.0,0.0,11.666667,80.411591
222,222,222,222,GB,2020-08-10,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1499.0,13.0,164061.0,314959.0,41509.0,13618470.0,86.0,133387.0,1089.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-11.0,-11.0,118.0,-40.0,-48.0,11.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,17.261111,12.988889,22.644444,0.0,0.0,13.922222,80.867574
223,223,223,223,GB,2020-08-11,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1378.0,10.0,166311.0,316337.0,41519.0,13785297.0,113.0,133500.0,1040.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-13.0,-11.0,118.0,-41.0,-48.0,12.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,19.561111,14.088889,25.488889,3.781778,0.0,16.077778,80.686319
224,224,224,224,GB,2020-08-12,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1242.0,8.0,184444.0,317579.0,41527.0,13971512.0,101.0,133601.0,1006.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-14.0,-11.0,100.0,-42.0,-47.0,12.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,69.91,20.072222,15.577778,25.572222,0.0508,0.0,16.538889,80.180662
225,225,225,225,GB,2020-08-13,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1156.0,9.0,169857.0,318735.0,41536.0,14142736.0,129.0,133730.0,1010.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-24.0,-10.0,89.0,-43.0,-48.0,13.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,66.2,15.822222,13.955556,17.922222,0.465667,0.0,14.455556,91.747051
226,226,226,226,GB,2020-08-14,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1185.0,7.0,177957.0,319920.0,41543.0,14320621.0,100.0,133830.0,997.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-26.0,-12.0,76.0,-39.0,-46.0,12.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,66.2,14.838889,13.094444,17.255556,3.344333,0.0,13.633333,92.565435
227,227,227,227,GB,2020-08-15,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,714.0,13.0,182987.0,320634.0,41556.0,14503645.0,99.0,133929.0,976.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-33.0,-15.0,50.0,-33.0,-13.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,66.2,15.0,12.377778,17.805556,0.3048,0.0,12.711111,86.585111
228,228,228,228,GB,2020-08-16,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,602.0,4.0,169276.0,321236.0,41560.0,14674841.0,80.0,134009.0,981.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-29.0,-18.0,52.0,-32.0,-10.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,66.2,13.733333,12.572222,15.161111,2.4765,0.0,12.494444,92.352375
229,229,229,229,GB,2020-08-17,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1298.0,12.0,150174.0,322534.0,41572.0,14825051.0,95.0,134104.0,984.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-9.0,-14.0,80.0,-41.0,-48.0,11.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,15.527778,12.75,19.638889,9.760857,0.0,13.655556,88.773374
230,230,230,230,GB,2020-08-18,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1116.0,9.0,163010.0,323650.0,41581.0,14988134.0,128.0,134232.0,955.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-11.0,-13.0,93.0,-41.0,-46.0,12.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,15.294444,12.538889,17.827778,3.519714,0.0,13.838889,91.217118
231,231,231,231,GB,2020-08-19,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1282.0,4.0,190434.0,324932.0,41585.0,15177265.0,113.0,134345.0,926.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-15.0,-17.0,39.0,-44.0,-46.0,13.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,16.694444,11.8,20.477778,4.100286,0.0,14.738889,88.386135
232,232,232,232,GB,2020-08-20,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1498.0,8.0,183933.0,326430.0,41593.0,15363416.0,97.0,134442.0,910.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-19.0,-10.0,121.0,-40.0,-46.0,11.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,17.694444,13.233333,21.033333,6.31825,0.0,11.633333,68.273381
233,233,233,233,GB,2020-08-21,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,1218.0,7.0,191360.0,327648.0,41600.0,15554879.0,109.0,134551.0,889.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-26.0,-13.0,56.0,-40.0,-45.0,12.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,15.666667,13.083333,17.905556,1.197429,0.0,12.316667,80.874203
234,234,234,234,GB,2020-08-22,ChIJqZHHQhE7WgIReiWIMkOg-MQ,Q145,country/GBR,GB,United Kingdom,GB,GBR,0,842.0,9.0,181455.0,328490.0,41609.0,15736334.0,72.0,134623.0,944.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,66647112,32901036,33746076,10926089,55908316,9176530,18018197,273.8,0.922,8031553,7570117,8697520,8872959,8465444,9020629,7101044,5567890,3319956,2860009176200,43070,0.781,62149,54.6,-2.0,243610,183648,58698,81.3,22.3,3.9,3.6,86.107,55.36,13.8,10.9,8.1723,2.8117,3858.674316,615.721802,-31.0,-15.0,53.0,-32.0,-11.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,66.2,14.372222,11.572222,17.305556,9.906,0.0,12.104938,83.409812
