,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
145,145,GB_UKI,2020-05-25,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,58.0,9.0,31887.0,6027.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-70.0,-23.0,160.0,-72.0,-82.0,28.0,17.872222,9.861111,23.994444,0.0,0.0,8.033333,52.869719
146,146,GB_UKI,2020-05-26,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,64.0,11.0,31951.0,6038.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-70.0,-19.0,57.0,-68.0,-67.0,27.0,18.755556,10.561111,25.038889,0.0,0.0,8.261111,50.719169
147,147,GB_UKI,2020-05-27,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,83.0,8.0,32034.0,6046.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-71.0,-20.0,54.0,-69.0,-66.0,27.0,18.25,11.861111,23.45,0.0,0.0,9.866667,58.246164
148,148,GB_UKI,2020-05-28,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,74.0,9.0,32108.0,6055.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-70.0,-18.0,66.0,-68.0,-66.0,28.0,15.427778,10.277778,20.355556,0.0,0.0,6.205556,54.384508
149,149,GB_UKI,2020-05-29,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,57.0,5.0,32165.0,6060.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-71.0,-16.0,61.0,-66.0,-64.0,27.0,15.85,9.461111,21.905556,0.0,0.0,5.05,48.963957
150,150,GB_UKI,2020-05-30,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,38.0,7.0,32203.0,6067.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-74.0,-20.0,48.0,-61.0,-35.0,14.0,16.738889,8.994444,23.2,0.0,0.0,6.638889,51.539635
151,151,GB_UKI,2020-05-31,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,37.0,5.0,32240.0,6072.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-73.0,-25.0,68.0,-61.0,-33.0,11.0,17.411111,11.022222,23.166667,0.0,0.0,6.566667,49.13755
152,152,GB_UKI,2020-06-01,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,50.0,5.0,32290.0,6077.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-65.0,-16.0,75.0,-65.0,-63.0,25.0,17.85,10.211111,24.127778,0.0,0.0,8.2,53.358301
153,153,GB_UKI,2020-06-02,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,50.0,7.0,32340.0,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-68.0,-18.0,70.0,-66.0,-63.0,25.0,18.094444,11.311111,24.038889,0.0,0.0,6.85,48.044088
154,154,GB_UKI,2020-06-03,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,78.0,6.0,32418.0,6090.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-71.0,-23.0,1.0,-68.0,-63.0,27.0,15.177778,10.866667,18.655556,0.0,0.0,9.016667,66.732906
155,155,GB_UKI,2020-06-04,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,57.0,6.0,32475.0,6096.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-70.0,-21.0,7.0,-68.0,-63.0,28.0,11.888889,9.811111,15.394444,0.290286,0.0,6.888889,71.59841
156,156,GB_UKI,2020-06-05,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,46.0,2.0,32521.0,6098.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-71.0,-20.0,-3.0,-67.0,-62.0,28.0,12.211111,9.177778,15.927778,0.931333,0.0,4.711111,60.292372
157,157,GB_UKI,2020-06-06,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,46.0,3.0,32567.0,6101.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-75.0,-27.0,-36.0,-65.0,-38.0,17.0,10.022222,6.988889,13.166667,1.651,0.0,5.733333,74.774508
158,158,GB_UKI,2020-06-07,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,45.0,5.0,32612.0,6106.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-72.0,-27.0,11.0,-62.0,-35.0,12.0,12.338889,7.511111,18.055556,8.466667,0.0,8.438889,77.22262
159,159,GB_UKI,2020-06-08,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,55.0,8.0,32667.0,6114.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-65.0,-19.0,33.0,-66.0,-61.0,25.0,12.238889,9.688889,15.15,0.536222,0.0,6.572222,68.456547
160,160,GB_UKI,2020-06-09,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,71.0,2.0,32738.0,6116.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-67.0,-20.0,48.0,-66.0,-61.0,25.0,13.727778,8.244444,18.344444,0.0,0.0,6.016667,59.826862
161,161,GB_UKI,2020-06-10,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,52.0,6.0,32790.0,6122.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-71.0,-25.0,-21.0,-69.0,-62.0,28.0,12.411111,10.583333,14.694444,1.016,0.0,10.111111,86.023877
162,162,GB_UKI,2020-06-11,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,46.0,5.0,32836.0,6127.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-68.0,-21.0,7.0,-68.0,-62.0,27.0,13.933333,10.272222,19.211111,2.963333,0.0,11.122222,83.326936
163,163,GB_UKI,2020-06-12,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,53.0,5.0,32889.0,6132.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-69.0,-19.0,1.0,-66.0,-60.0,27.0,15.85,12.7,19.733333,0.296333,0.0,13.061111,83.620346
164,164,GB_UKI,2020-06-13,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,39.0,1.0,32928.0,6133.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-69.0,-18.0,54.0,-58.0,-28.0,12.0,17.794444,12.183333,23.044444,1.241778,0.0,11.327778,65.941967
165,165,GB_UKI,2020-06-14,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,30.0,2.0,32958.0,6135.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-68.0,-23.0,71.0,-58.0,-27.0,10.0,17.333333,12.194444,21.444444,0.9144,0.0,11.75,69.878572
166,166,GB_UKI,2020-06-15,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,40.0,3.0,32998.0,6138.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-55.0,-16.0,58.0,-62.0,-59.0,23.0,17.066667,10.983333,23.083333,0.0,0.0,11.327778,69.219004
167,167,GB_UKI,2020-06-16,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,47.0,1.0,33045.0,6139.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-59.0,-16.0,53.0,-63.0,-60.0,24.0,17.527778,12.833333,22.411111,2.413,0.0,12.211111,71.270784
168,168,GB_UKI,2020-06-17,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,42.0,1.0,33087.0,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-63.0,-20.0,17.0,-65.0,-60.0,25.0,16.85,12.044444,21.111111,3.302,0.0,12.822222,77.309926
169,169,GB_UKI,2020-06-18,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,47.0,0.0,33134.0,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-63.0,-19.0,10.0,-66.0,-61.0,26.0,15.316667,13.338889,18.905556,16.594667,0.0,13.061111,86.512056
170,170,GB_UKI,2020-06-19,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,38.0,2.0,33172.0,6142.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-62.0,-14.0,19.0,-62.0,-58.0,24.0,15.272222,12.888889,18.422222,7.366,0.0,11.761111,79.709625
171,171,GB_UKI,2020-06-20,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,29.0,2.0,33201.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-63.0,-15.0,43.0,-54.0,-25.0,11.0,16.572222,11.888889,20.877778,0.1524,0.0,11.472222,72.011741
172,172,GB_UKI,2020-06-21,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,26.0,2.0,33227.0,6146.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-63.0,-22.0,39.0,-57.0,-23.0,9.0,17.072222,12.655556,21.516667,0.550333,0.0,11.405556,69.485723
173,173,GB_UKI,2020-06-22,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,53.0,3.0,33280.0,6149.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-54.0,-13.0,97.0,-60.0,-60.0,22.0,16.566667,9.638889,21.816667,0.6096,0.0,9.483333,63.191848
174,174,GB_UKI,2020-06-23,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,50.0,0.0,33330.0,6149.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-58.0,-13.0,90.0,-60.0,-60.0,22.0,20.216667,11.638889,26.983333,0.0,0.0,11.727778,58.285305
175,175,GB_UKI,2020-06-24,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,46.0,4.0,33376.0,6153.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-60.0,-12.0,89.0,-61.0,-58.0,22.0,23.133333,15.411111,30.533333,0.0,0.0,13.088889,53.320765
176,176,GB_UKI,2020-06-25,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,58.0,1.0,33434.0,6154.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-60.0,-11.0,88.0,-61.0,-59.0,22.0,24.3,16.961111,30.65,0.0,0.0,13.461111,50.937986
177,177,GB_UKI,2020-06-26,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,48.0,0.0,33482.0,6154.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-61.0,-11.0,57.0,-59.0,-57.0,22.0,21.994444,15.072222,28.738889,0.616857,0.0,14.844444,64.072496
178,178,GB_UKI,2020-06-27,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,32.0,0.0,33514.0,6154.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-65.0,-18.0,-8.0,-57.0,-29.0,12.0,16.433333,14.416667,19.183333,2.243667,0.0,13.055556,80.611086
179,179,GB_UKI,2020-06-28,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,22.0,1.0,33536.0,6155.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-62.0,-23.0,26.0,-55.0,-22.0,9.0,15.35,11.75,19.361111,1.74625,0.0,9.172222,66.779378
180,180,GB_UKI,2020-06-29,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,59.0,1.0,33595.0,6156.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-55.0,-15.0,34.0,-61.0,-58.0,22.0,15.022222,11.588889,19.188889,1.1684,0.0,8.0,63.040573
181,181,GB_UKI,2020-06-30,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,52.0,1.0,33647.0,6157.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-58.0,-18.0,12.0,-63.0,-58.0,23.0,15.327778,12.327778,17.616667,0.508,0.0,12.405556,83.020213
182,182,GB_UKI,2020-07-01,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,43.0,1.0,33690.0,6158.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-58.0,-17.0,24.0,-62.0,-57.0,23.0,16.911111,13.511111,20.572222,1.524,0.0,12.65,76.093015
183,183,GB_UKI,2020-07-02,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,43.0,2.0,33733.0,6160.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-58.0,-17.0,16.0,-62.0,-58.0,23.0,15.522222,11.227778,19.705556,2.455333,0.0,12.111111,80.21677
184,184,GB_UKI,2020-07-03,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,38.0,1.0,33771.0,6161.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-58.0,-13.0,35.0,-58.0,-56.0,22.0,15.577778,11.25,20.016667,5.1308,0.0,10.966667,74.165941
185,185,GB_UKI,2020-07-04,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,32.0,1.0,33803.0,6162.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-57.0,-19.0,0.0,-52.0,-23.0,10.0,17.066667,14.433333,19.511111,1.820333,0.0,14.955556,87.505346
186,186,GB_UKI,2020-07-05,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,52.0,3.0,33855.0,6165.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-52.0,-20.0,59.0,-50.0,-20.0,7.0,17.555556,13.166667,21.133333,0.084667,0.0,10.194444,62.204925
187,187,GB_UKI,2020-07-06,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,55.0,3.0,33910.0,6168.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-48.0,-15.0,53.0,-58.0,-57.0,20.0,15.277778,10.766667,19.483333,0.0254,0.0,7.638889,60.449532
188,188,GB_UKI,2020-07-07,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,60.0,1.0,33970.0,6169.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-52.0,-18.0,32.0,-59.0,-58.0,21.0,15.122222,9.372222,19.327778,0.1016,0.0,8.827778,66.326463
189,189,GB_UKI,2020-07-08,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,59.0,3.0,34029.0,6172.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-55.0,-20.0,-5.0,-61.0,-57.0,22.0,16.344444,13.416667,19.161111,8.339667,0.0,15.127778,92.544724
190,190,GB_UKI,2020-07-09,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,54.0,2.0,34083.0,6174.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-54.0,-18.0,5.0,-60.0,-57.0,22.0,16.755556,14.144444,18.616667,3.598333,0.0,15.072222,89.88601
191,191,GB_UKI,2020-07-10,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,39.0,0.0,34122.0,6174.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-52.0,-14.0,36.0,-56.0,-55.0,19.0,14.861111,11.3,18.227778,3.979333,0.0,8.844444,67.422708
192,192,GB_UKI,2020-07-11,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,20.0,3.0,34142.0,6177.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-54.0,-18.0,36.0,-48.0,-20.0,7.0,15.05,8.938889,19.505556,0.0254,0.0,6.938889,58.559132
193,193,GB_UKI,2020-07-12,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,38.0,1.0,34180.0,6178.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-51.0,-20.0,72.0,-47.0,-17.0,5.0,17.1,9.233333,23.194444,0.0,0.0,7.727778,54.23104
194,194,GB_UKI,2020-07-13,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,85.0,1.0,34265.0,6179.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-47.0,-15.0,65.0,-57.0,-56.0,19.0,18.305556,11.283333,24.233333,0.0,0.0,8.922222,54.899443
195,195,GB_UKI,2020-07-14,ChIJb-IaoQug2EcRi-m4hONz8S8,Q23306,nuts/UKI,GB,United Kingdom,UKI,London Region,GB,GBR,1,63.0,0.0,34328.0,6179.0,0.0,0.0,0.0,0.0,0.0,0.0,8982256,4486269,4495987,5691.3,1217841,1002596,1351159,1646110,1256315,1055315,695760,461358,295802,674732165600,75756,65606,51.5,-0.083333,1569,82.9,-49.0,-17.0,40.0,-58.0,-57.0,20.0,17.188889,14.088889,20.394444,2.104571,0.0,12.172222,72.474682
