,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
186,186,GB_UKH,2020-07-05,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,37.0,5.0,23601.0,4055.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.044444,13.594444,21.044444,0.15875,0.0,9.822222,59.088554
187,187,GB_UKH,2020-07-06,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,57.0,3.0,23658.0,4058.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,14.977778,10.566667,19.055556,0.028222,0.0,7.866667,62.698952
188,188,GB_UKH,2020-07-07,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,39.0,5.0,23697.0,4063.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,13.95,9.005556,18.716667,1.312333,0.0,9.466667,74.784777
189,189,GB_UKH,2020-07-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,76.0,2.0,23773.0,4065.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,15.355556,12.955556,17.45,7.003143,0.0,14.216667,93.046868
190,190,GB_UKH,2020-07-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,55.0,6.0,23828.0,4071.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.061111,13.427778,18.461111,9.978571,10.16,14.888889,92.889471
191,191,GB_UKH,2020-07-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,50.0,5.0,23878.0,4076.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,14.227778,10.672222,17.755556,5.49275,0.0,9.866667,75.436767
192,192,GB_UKH,2020-07-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,45.0,3.0,23923.0,4079.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,14.25,8.95,18.694444,0.2794,0.0,8.05,66.809227
193,193,GB_UKH,2020-07-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,35.0,1.0,23958.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.438889,9.055556,22.188889,0.0,0.0,8.483333,59.819815
194,194,GB_UKH,2020-07-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,64.0,7.0,24022.0,4087.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.738889,11.761111,22.827778,1.669143,0.0,10.872222,64.698518
195,195,GB_UKH,2020-07-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,82.0,2.0,24104.0,4089.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.411111,12.638889,19.25,3.39725,10.16,11.511111,73.082553
196,196,GB_UKH,2020-07-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,56.0,1.0,24160.0,4090.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,14.655556,10.316667,17.722222,0.036286,0.0,11.105556,79.577322
197,197,GB_UKH,2020-07-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,60.0,1.0,24220.0,4091.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.35,14.338889,20.733333,0.366889,0.0,13.344444,77.696319
198,198,GB_UKH,2020-07-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,52.0,2.0,24272.0,4093.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.794444,15.722222,25.672222,0.0,0.0,13.455556,63.305157
199,199,GB_UKH,2020-07-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,28.0,2.0,24300.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.677778,14.366667,22.561111,0.0,0.0,13.494444,72.134021
200,200,GB_UKH,2020-07-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,22.0,2.0,24322.0,4097.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.038889,12.072222,19.366667,4.09575,0.0,10.577778,70.441138
201,201,GB_UKH,2020-07-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,83.0,3.0,24405.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,15.1,9.544444,19.672222,0.1016,0.0,7.261111,59.874284
202,202,GB_UKH,2020-07-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,66.0,0.0,24471.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,15.044444,8.777778,19.577778,0.0,0.0,7.3,60.286918
203,203,GB_UKH,2020-07-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,54.0,3.0,24525.0,4103.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.311111,12.672222,23.805556,0.0,0.0,9.3,56.100417
204,204,GB_UKH,2020-07-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,50.0,1.0,24575.0,4104.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.788889,13.555556,24.283333,0.09525,0.0,9.594444,55.754818
205,205,GB_UKH,2020-07-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,81.0,1.0,24656.0,4105.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,19.361111,15.516667,23.533333,0.084667,0.0,13.677778,69.933094
206,206,GB_UKH,2020-07-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,28.0,1.0,24684.0,4106.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.05,13.555556,23.172222,2.249714,0.0,15.127778,83.229656
207,207,GB_UKH,2020-07-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,27.0,1.0,24711.0,4107.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.077778,11.872222,21.866667,6.4135,0.0,12.005556,72.523411
208,208,GB_UKH,2020-07-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,67.0,2.0,24778.0,4109.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.833333,13.0,20.433333,1.669143,0.0,14.305556,85.210431
209,209,GB_UKH,2020-07-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,56.0,1.0,24834.0,4110.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,15.244444,10.516667,19.877778,1.4224,0.0,8.327778,63.648478
210,210,GB_UKH,2020-07-29,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,70.0,0.0,24904.0,4110.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.3,9.138889,21.361111,0.0,0.0,8.916667,61.871879
211,211,GB_UKH,2020-07-30,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,52.0,1.0,24956.0,4111.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.783333,13.261111,27.377778,0.0,0.0,10.505556,52.349443
212,212,GB_UKH,2020-07-31,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,33.0,1.0,24989.0,4112.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,25.427778,16.711111,33.044444,0.0,0.0,12.722222,46.061343
213,213,GB_UKH,2020-08-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,26.0,1.0,25015.0,4113.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.644444,16.022222,24.777778,0.072571,0.0,13.411111,63.385142
214,214,GB_UKH,2020-08-02,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,37.0,0.0,25052.0,4113.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.938889,11.783333,23.105556,0.15875,0.0,9.6,58.477624
215,215,GB_UKH,2020-08-03,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,71.0,0.0,25123.0,4113.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.161111,11.6,20.461111,0.7112,0.0,8.994444,63.051755
216,216,GB_UKH,2020-08-04,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,59.0,1.0,25182.0,4114.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.238889,9.022222,22.783333,0.056444,0.0,8.744444,57.651262
217,217,GB_UKH,2020-08-05,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,56.0,0.0,25238.0,4114.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.677778,15.5,26.7,0.0,0.0,11.188889,54.886555
218,218,GB_UKH,2020-08-06,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,45.0,0.0,25283.0,4114.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,21.538889,17.233333,26.955556,0.0,0.0,16.433333,72.821285
219,219,GB_UKH,2020-08-07,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,72.0,1.0,25355.0,4115.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,25.577778,15.522222,34.172222,0.0,0.0,13.277778,47.229297
220,220,GB_UKH,2020-08-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,44.0,0.0,25399.0,4115.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,22.588889,17.155556,27.977778,0.0,0.0,15.577778,64.897185
221,221,GB_UKH,2020-08-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,23.0,1.0,25422.0,4116.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,22.155556,16.355556,30.138889,0.0,0.0,16.305556,69.918398
222,222,GB_UKH,2020-08-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,69.0,0.0,25491.0,4116.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,24.488889,16.827778,32.527778,0.0,0.0,16.738889,62.52901
223,223,GB_UKH,2020-08-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,48.0,2.0,25539.0,4118.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,25.0,18.744444,31.977778,0.056444,0.0,17.633333,63.870972
224,224,GB_UKH,2020-08-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,67.0,1.0,25606.0,4119.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,25.905556,18.683333,33.161111,0.0,0.0,16.888889,58.06818
225,225,GB_UKH,2020-08-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,63.0,0.0,25669.0,4119.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,19.155556,16.644444,22.433333,5.152571,0.0,17.144444,88.375691
226,226,GB_UKH,2020-08-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,69.0,1.0,25738.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.738889,16.05,20.783333,1.814286,0.0,16.733333,93.920941
227,227,GB_UKH,2020-08-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,31.0,0.0,25769.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.933333,16.505556,19.716667,4.136571,0.0,17.116667,95.082352
228,228,GB_UKH,2020-08-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,27.0,0.0,25796.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,19.15,16.416667,23.688889,5.225143,0.0,17.488889,90.318429
229,229,GB_UKH,2020-08-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,64.0,1.0,25860.0,4121.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.838889,14.65,22.244444,36.285714,0.0,15.255556,85.428726
230,230,GB_UKH,2020-08-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,62.0,2.0,25922.0,4123.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,19.3,15.144444,23.605556,2.00025,0.0,14.122222,73.202749
231,231,GB_UKH,2020-08-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,65.0,0.0,25987.0,4123.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.316667,15.211111,20.922222,1.632857,0.0,16.544444,90.059455
232,232,GB_UKH,2020-08-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,81.0,2.0,26068.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.827778,16.427778,25.433333,2.7305,0.0,12.627778,60.449178
233,233,GB_UKH,2020-08-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,67.0,0.0,26135.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,20.272222,16.977778,23.416667,0.0,0.0,12.844444,63.066803
234,234,GB_UKH,2020-08-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,50.0,0.0,26185.0,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,18.472222,15.077778,22.688889,0.127,0.0,10.822222,61.633693
235,235,GB_UKH,2020-08-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,52.0,1.0,26237.0,4126.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.238889,13.25,21.616667,0.719667,0.0,11.755556,70.559683
236,236,GB_UKH,2020-08-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,101.0,1.0,26338.0,4127.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,16.688889,11.7,21.755556,3.81,0.0,11.116667,70.255234
237,237,GB_UKH,2020-08-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,100.0,0.0,26438.0,4127.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.383333,15.044444,21.638889,5.842,10.16,13.788889,79.949527
238,238,GB_UKH,2020-08-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,95.0,1.0,26533.0,4128.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,17.127778,13.572222,20.227778,2.9972,0.0,11.077778,68.006465
239,239,GB_UKH,2020-08-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,125.0,2.0,26658.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,14.838889,11.322222,17.911111,1.632857,0.0,11.65,81.824352
240,240,GB_UKH,2020-08-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,102.0,0.0,26760.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,13.4,11.361111,17.077778,10.885714,0.0,11.5,88.887613
241,241,GB_UKH,2020-08-29,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,80.0,0.0,26840.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,12.505556,11.172222,14.083333,9.216571,0.0,9.683333,84.435847
242,242,GB_UKH,2020-08-30,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,88.0,0.0,26928.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,13.372222,10.783333,16.172222,4.789714,0.0,6.666667,68.710928
243,243,GB_UKH,2020-08-31,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,103.0,0.0,27031.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,12.977778,8.483333,16.938889,0.0254,0.0,5.577778,64.614955
244,244,GB_UKH,2020-09-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,130.0,0.0,27161.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,13.444444,7.283333,18.861111,0.0,0.0,5.438889,60.292534
