,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
0,0,GB_UKH,2020-01-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.740741,2.993827,6.290123,0.0635,0.0,3.583333,92.766734
1,1,GB_UKH,2020-01-02,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.811111,4.944444,9.888889,0.0,0.0,6.161111,89.399267
2,2,GB_UKH,2020-01-03,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.05,3.016667,10.094444,4.789714,0.0,5.255556,88.437878
3,3,GB_UKH,2020-01-04,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.41358,2.320988,7.851852,2.173111,0.0,3.185185,85.602108
4,4,GB_UKH,2020-01-05,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.839506,5.388889,7.555556,0.0,0.0,4.771605,86.747092
5,5,GB_UKH,2020-01-06,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.872222,5.172222,7.994444,0.0,0.0,4.061111,82.390605
6,6,GB_UKH,2020-01-07,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.45,3.622222,12.633333,0.181429,0.0,6.955556,90.394183
7,7,GB_UKH,2020-01-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,10.216667,7.55,12.538889,0.943429,0.0,7.6,83.91073
8,8,GB_UKH,2020-01-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.777778,5.6,12.144444,4.572,10.16,7.772222,87.414656
9,9,GB_UKH,2020-01-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.872222,2.911111,6.938889,4.445,10.16,2.744444,86.189431
10,10,GB_UKH,2020-01-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.277778,3.37037,10.253086,0.169333,0.0,5.58642,83.248213
11,11,GB_UKH,2020-01-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.203704,4.006173,10.549383,1.185333,0.0,6.166667,87.033554
12,12,GB_UKH,2020-01-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.838889,4.0,9.788889,1.378857,0.0,4.944444,87.823617
13,13,GB_UKH,2020-01-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.577778,6.205556,13.483333,2.757714,10.16,7.516667,87.073052
14,14,GB_UKH,2020-01-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.438889,5.405556,11.322222,9.506857,20.32,5.438889,87.185461
15,15,GB_UKH,2020-01-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.255556,4.977778,11.283333,2.370667,0.0,6.033333,85.955292
16,16,GB_UKH,2020-01-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.733333,2.466667,10.072222,2.624667,0.0,4.883333,88.075471
17,17,GB_UKH,2020-01-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.864198,0.08642,6.475309,1.0795,0.0,0.709877,85.752699
18,18,GB_UKH,2020-01-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.91358,-0.728395,6.358025,0.028222,0.0,-0.104938,86.523251
19,19,GB_UKH,2020-01-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.6,-0.188889,6.683333,0.0762,0.0,0.672222,87.169493
20,20,GB_UKH,2020-01-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.661111,-1.772222,6.144444,0.0254,0.0,0.672222,93.211607
21,21,GB_UKH,2020-01-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.888889,1.455556,6.794444,0.1524,0.0,4.722222,98.854258
22,22,GB_UKH,2020-01-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.266667,5.1,7.538889,0.254,0.0,5.822222,97.0084
23,23,GB_UKH,2020-01-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.916667,5.161111,6.594444,0.254,0.0,5.577778,97.705738
24,24,GB_UKH,2020-01-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.333333,4.154321,6.055556,0.056444,0.0,4.407407,93.804737
25,25,GB_UKH,2020-01-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.222222,4.660494,9.308642,0.762,0.0,6.222222,93.427451
26,26,GB_UKH,2020-01-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.488889,4.122222,8.677778,1.481667,0.0,5.05,90.562314
27,27,GB_UKH,2020-01-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.733333,1.866667,6.233333,4.753429,0.0,1.177778,83.505178
28,28,GB_UKH,2020-01-29,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.05,1.661111,7.983333,0.0,0.0,1.672222,78.88228
29,29,GB_UKH,2020-01-30,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.716667,6.088889,11.733333,0.056444,0.0,7.338889,91.09719
30,30,GB_UKH,2020-01-31,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,10.077778,7.766667,11.794444,0.084667,0.0,8.511111,90.063914
31,31,GB_UKH,2020-02-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.376543,6.296296,11.098765,0.127,0.0,5.320988,75.898322
32,32,GB_UKH,2020-02-02,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.580247,5.259259,12.037037,2.921,0.0,6.308642,85.651205
33,33,GB_UKH,2020-02-03,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.127778,4.366667,10.283333,1.397,0.0,4.15,76.114767
34,34,GB_UKH,2020-02-04,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.922222,3.227778,8.611111,0.0,0.0,1.705556,74.442209
35,35,GB_UKH,2020-02-05,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.422222,0.172222,8.277778,0.0254,0.0,1.977778,84.209154
36,36,GB_UKH,2020-02-06,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.166667,-1.35,8.8,0.0508,0.0,1.516667,89.00347
37,37,GB_UKH,2020-02-07,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.9,-0.216667,8.955556,0.169333,0.0,2.683333,85.71427
38,38,GB_UKH,2020-02-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.12963,5.987654,9.783951,0.6604,0.0,4.679012,78.913778
39,39,GB_UKH,2020-02-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,10.012346,6.425926,12.679012,2.455333,0.0,6.796296,80.51062
40,40,GB_UKH,2020-02-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.572222,1.911111,8.944444,5.334,0.0,1.635802,75.777921
41,41,GB_UKH,2020-02-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.255556,2.183333,6.55,0.536222,0.0,-1.733333,65.168363
42,42,GB_UKH,2020-02-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.122222,1.494444,7.433333,0.0,0.0,-0.816667,70.404416
43,43,GB_UKH,2020-02-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.561111,3.938889,9.355556,4.191,10.16,4.25,85.245831
44,44,GB_UKH,2020-02-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.244444,2.022222,10.533333,0.635,0.0,4.766667,84.394446
45,45,GB_UKH,2020-02-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,11.185185,9.141975,12.740741,1.481667,0.0,9.537037,89.680336
46,46,GB_UKH,2020-02-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.444444,4.895062,13.425926,1.778,0.0,7.117284,85.46691
47,47,GB_UKH,2020-02-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.961111,4.583333,10.072222,6.06425,0.0,2.481481,73.377015
48,48,GB_UKH,2020-02-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.911111,2.95,9.433333,0.508,0.0,2.688889,79.864846
49,49,GB_UKH,2020-02-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.261111,1.988889,8.383333,2.074333,0.0,2.866667,84.570263
50,50,GB_UKH,2020-02-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.166667,3.072222,10.361111,1.9304,0.0,4.55,83.485953
51,51,GB_UKH,2020-02-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.894444,2.916667,9.733333,2.3622,0.0,2.966667,76.151866
52,52,GB_UKH,2020-02-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.888889,7.759259,12.765432,0.072571,0.0,5.444444,73.91472
53,53,GB_UKH,2020-02-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.574074,3.080247,13.203704,6.966857,0.0,4.722222,76.781395
54,54,GB_UKH,2020-02-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.183333,3.6,11.583333,2.159,0.0,5.605556,83.823328
55,55,GB_UKH,2020-02-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.716667,2.272222,7.616667,3.217333,0.0,1.494444,79.697751
56,56,GB_UKH,2020-02-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.494444,0.938889,6.95,1.4605,0.0,0.094444,78.553878
57,57,GB_UKH,2020-02-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.888889,0.083333,6.7,1.016,10.16,-0.161111,80.404107
58,58,GB_UKH,2020-02-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.927778,-0.061111,10.777778,3.344333,0.0,3.288889,89.190151
