location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
HR,2020-04-02,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,68,1,898,1079,8,9250,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-71,-43,-22,-74,-60,24,3,3,2,4,2,2,2,4,2,2,1220790000,0,2,2,2,0,0,0,0,96.3,4.233333,-4.85,11.388889,0.0,139.7,-6.308642,46.373325
HR,2020-04-03,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,47,4,583,1126,12,9833,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-71,-38,-25,-73,-59,25,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,7.638889,-2.138889,15.527778,0.0,109.22,-3.012346,46.493533
HR,2020-04-04,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,56,3,1014,1182,15,10847,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-73,-41,-31,-68,-47,16,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,9.755556,1.816667,14.616667,0.0,78.74,-2.148148,43.572693
HR,2020-04-05,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,40,1,617,1222,16,11464,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-76,-44,-30,-66,-46,13,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,11.033333,2.1,17.088889,0.0,20.32,-1.259259,43.216731
HR,2020-04-06,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,60,2,858,1282,18,12322,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-66,-35,-10,-71,-57,21,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,12.372222,3.466667,19.066667,0.0,20.32,-3.030864,34.792874
HR,2020-04-07,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,61,1,803,1343,19,13125,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-65,-33,-5,-70,-57,21,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,11.177778,1.333333,18.65,0.0,,-5.246914,31.808376
HR,2020-04-08,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,64,1,555,1407,20,13680,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-64,-28,-8,-70,-57,21,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,11.4,1.15,19.344444,0.0,,-6.41358,29.405524
HR,2020-04-09,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,88,1,932,1495,21,14612,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-60,-16,-8,-68,-57,21,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,12.916667,2.477778,21.438889,0.0,,-3.209877,32.577818
HR,2020-04-10,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,39,0,1079,1534,21,15691,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-64,-15,-17,-70,-61,25,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,15.366667,3.905556,23.416667,0.0,,0.635802,36.950373
HR,2020-04-11,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,66,2,690,1600,23,16381,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-70,-30,-21,-65,-52,16,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,15.488889,5.744444,22.866667,0.0,,3.277778,43.639223
HR,2020-04-12,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,50,2,1409,1650,25,17790,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-86,-90,-30,-73,-51,14,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,16.3,6.433333,23.622222,0.0,,3.018519,40.535206
HR,2020-04-13,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,54,6,569,1704,31,18359,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-84,-77,-2,-80,-86,29,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,15.594444,8.566667,20.705556,0.0,,3.123457,44.116972
HR,2020-04-14,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,37,2,897,1741,33,19256,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-71,-41,-47,-76,-58,24,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,5.355556,0.466667,13.477778,10.780889,35.56,1.790123,78.284105
HR,2020-04-15,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,50,2,902,1791,35,20158,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-63,-30,-6,-68,-55,20,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,6.127778,-1.7,13.311111,2.9464,60.96,-3.41358,51.199157
HR,2020-04-16,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,23,1,795,1814,36,20953,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-62,-32,3,-67,-55,20,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,13.288889,2.05,21.266667,0.0,,-0.080247,41.03548
HR,2020-04-17,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,18,3,694,1832,39,21647,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-63,-27,0,-67,-54,21,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,15.661111,5.722222,23.483333,0.0,,1.487654,39.255328
HR,2020-04-18,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,39,8,2539,1871,47,24186,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-65,-32,3,-57,-39,11,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,16.727778,6.427778,23.866667,0.0,,4.469136,44.042941
HR,2020-04-19,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,10,0,2424,1881,47,26610,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-70,-36,0,-59,-37,10,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,17.294444,7.911111,23.666667,0.0,,7.401235,51.911692
HR,2020-04-20,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,27,1,,1908,48,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-62,-33,-15,-69,-53,19,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,12.305556,9.5,15.344444,0.1524,,4.037037,57.756989
HR,2020-04-21,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,42,0,,1950,48,27614,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-63,-32,-19,-68,-53,19,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,11.1,7.161111,14.788889,0.0,,0.487654,49.692585
HR,2020-04-22,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,31,2,1239,1981,50,28853,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-60,-29,7,-66,-52,18,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,12.35,4.588889,17.8,0.0,,1.197531,46.906637
HR,2020-04-23,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,28,1,1360,2009,51,30213,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-59,-31,11,-65,-51,18,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,13.161111,3.972222,19.288889,0.0,,0.685185,42.893127
HR,2020-04-24,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,7,3,700,2016,54,30913,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-61,-28,8,-65,-50,19,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,13.961111,3.477778,21.833333,0.0,,1.41358,42.768615
HR,2020-04-25,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,14,1,709,2030,55,31622,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-62,-26,12,-57,-36,9,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,16.922222,9.094444,22.422222,0.0,,4.462963,43.8043
HR,2020-04-26,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,9,4,1195,2039,59,32817,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-68,-35,9,-54,-34,7,3,3,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,96.3,13.744444,9.433333,18.883333,1.2446,,6.882716,63.637982
HR,2020-04-27,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,8,4,760,2047,63,33577,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-49,-21,22,-59,-46,15,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,15.555556,6.361111,22.033333,0.3302,,7.580247,58.498251
HR,2020-04-28,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,15,4,899,2062,67,34476,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-51,-21,10,-59,-46,14,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,16.111111,9.55,20.511111,0.7112,10.16,8.45679,61.318409
HR,2020-04-29,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,14,2,2441,2076,69,36917,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-54,-17,-12,-64,-47,17,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,14.283333,11.388889,18.233333,5.08,,10.45679,77.410819
HR,2020-04-30,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,9,6,,2085,75,,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-43,5,17,-56,-46,13,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,15.022222,9.772222,20.133333,11.0998,20.32,9.444444,69.481926
HR,2020-05-01,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,3,2,,2088,77,37557,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-85,-88,-6,-78,-83,26,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,14.172222,11.066667,17.394444,7.281333,10.16,10.092593,76.497874
HR,2020-05-02,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,8,2,527,2096,79,38084,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-52,-5,-5,-53,-36,9,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,14.083333,9.794444,19.6,5.672667,,9.993827,75.626562
HR,2020-05-03,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,5,1,956,2101,80,39040,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-72,-80,16,-51,-35,7,3,2,2,4,2,2,2,4,2,2,0,0,2,2,2,0,0,0,0,89.81,12.427778,6.516667,17.044444,6.293556,,4.209877,58.133275
HR,2020-05-04,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,11,3,933,2112,83,39973,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-40,-7,30,-52,-40,12,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,3292815,0,0,89.81,13.466667,3.8,20.05,0.0,,3.728395,51.312715
HR,2020-05-05,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,7,2,1080,2119,85,41053,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-47,-15,5,-57,-40,14,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,14.211111,7.1,19.3,0.0,,7.024691,61.629812
HR,2020-05-06,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,6,1,885,2125,86,41938,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-44,-11,14,-53,-39,13,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,11.361111,5.644444,15.866667,1.552222,,2.549383,55.450765
HR,2020-05-07,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,36,0,1440,2161,86,43378,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-42,-12,32,-52,-38,12,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,13.5,3.233333,20.705556,0.0,,2.524691,47.102764
HR,2020-05-08,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,15,1,840,2176,87,44218,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-43,-6,28,-51,-37,12,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,17.066667,6.238889,24.772222,0.0,,5.283951,45.949916
HR,2020-05-09,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,11,3,668,2187,90,44886,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-44,0,39,-43,-18,4,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,18.255556,8.427778,24.366667,0.0,,5.876543,44.218644
HR,2020-05-10,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,9,1,1185,2196,91,46071,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-68,-80,22,-45,-24,4,3,2,2,4,2,2,2,4,2,2,0,0,2,3,2,0,0,0,0,89.81,17.872222,10.261111,23.194444,0.0,,7.04321,48.741183
HR,2020-05-11,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,11,0,1409,2207,91,47480,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-15,1,10,-43,-31,9,2,1,2,3,1,1,2,4,2,2,0,0,2,3,2,0,0,0,0,70.37,16.933333,11.9,21.394444,0.0,,8.296296,57.006163
HR,2020-05-12,ChIJ7ZXdCghBNBMRfxtm4STA86A,Q224,country/HRV,HR,Croatia,HR,HRV,0,6,3,1257,2213,94,48737,,,,,,,4076246,1972572,2103674,1739182,2328318,685233,73.2,0.831,387321,404914,479988,544058,542154,581554,560437,358187,217633,60917594400,14868,0.723,214885,45.25,15.466667,56590,51019,5302,78.2,37.0,5.4,4.0,117.544,49.809,35.5,16.7,5.6,8.1224,2.9996,902.139648,98.994057,-24,-10,-8,-50,-33,12,2,1,2,3,1,1,2,4,2,2,0,0,2,3,2,0,0,0,0,70.37,10.038889,7.061111,15.466667,13.010444,10.16,8.141975,87.57503
