location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,current_hospitalized_patients,current_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
IT,2020-01-01,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,,,,,,,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.968254,2.253968,13.396825,0.0,,0.650794,60.858883
IT,2020-01-02,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.388889,2.611111,13.798611,0.0,,0.506944,58.519906
IT,2020-01-03,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.534722,2.923611,13.201389,0.0,,3.138889,69.358464
IT,2020-01-04,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.468254,4.849206,11.873016,0.0,,5.769841,83.669666
IT,2020-01-05,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.968254,3.388889,14.761905,0.0,,1.134921,58.688277
IT,2020-01-06,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.563492,3.801587,11.214286,0.0,,-3.579365,46.062775
IT,2020-01-07,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.083333,0.583333,10.076389,0.0,,-1.069444,60.543498
IT,2020-01-08,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.104167,3.173611,13.875,0.0,,0.006944,53.111139
IT,2020-01-09,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.395833,1.5,12.951389,0.0,,1.1875,65.008016
IT,2020-01-10,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.958333,2.423611,13.173611,0.0,,3.166667,71.975941
IT,2020-01-11,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.190476,2.801587,13.396825,0.0,,2.642857,73.718099
IT,2020-01-12,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.753968,3.634921,13.420635,0.0,,2.666667,66.051772
IT,2020-01-13,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.611111,1.833333,12.493056,0.0,,2.805556,71.956762
IT,2020-01-14,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.479167,3.111111,12.979167,0.0,,3.715278,72.423531
IT,2020-01-15,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.659722,2.986111,13.513889,0.0,,2.993056,67.847111
IT,2020-01-16,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.729167,2.111111,12.541667,0.03175,,3.020833,72.687409
IT,2020-01-17,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.763889,1.625,12.229167,0.0,,3.416667,74.449533
IT,2020-01-18,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.380952,7.396825,11.063492,11.43,,7.452381,88.121393
IT,2020-01-19,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.285714,5.873016,12.293651,0.0,,3.920635,69.443759
IT,2020-01-20,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.243056,7.375,10.722222,0.0,,0.666667,55.570654
IT,2020-01-21,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.118056,4.333333,13.0625,0.0,,1.548611,59.704147
IT,2020-01-22,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.388889,3.881944,14.75,0.0,,4.020833,69.514555
IT,2020-01-23,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,8.826389,3.3125,13.951389,0.03175,,5.048611,77.505422
IT,2020-01-24,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,8.722222,3.069444,12.777778,0.036286,,5.375,79.814818
IT,2020-01-25,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,11.47619,9.357143,14.174603,8.89,,9.52381,88.011997
IT,2020-01-26,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.253968,6.34127,12.349206,0.0,,7.285714,87.94592
IT,2020-01-27,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,0,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,9.659722,4.840278,13.597222,0.0508,,7.222222,85.163981
IT,2020-01-28,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,2,0,,,2,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,12.138889,9.604167,13.368056,0.4064,,9.652778,85.095761
IT,2020-01-29,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,2,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78,11.381944,7.402778,15.041667,0.072571,,6.659722,73.068617
IT,2020-01-30,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,1,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,10.631944,4.513889,15.375,0.0,,5.993056,73.166762
IT,2020-01-31,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,11.618056,9.638889,13.104167,0.0508,,9.0,84.202938
IT,2020-02-01,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,11.936508,10.666667,13.357143,0.931333,,10.769841,92.686416
IT,2020-02-02,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,13.603175,11.460317,15.84127,0.036286,,11.253968,85.923115
IT,2020-02-03,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,13.909722,10.111111,17.430556,0.0,,11.152778,83.736113
IT,2020-02-04,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,13.208333,8.326389,17.520833,0.0,,8.520833,73.478571
IT,2020-02-05,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,9.118056,4.097222,12.715278,0.03175,,-5.826389,34.742723
IT,2020-02-06,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,8.368056,4.0,11.805556,0.0,,-8.243056,30.48853
IT,2020-02-07,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,7.854167,0.763889,13.743056,0.0,,-5.388889,39.137505
IT,2020-02-08,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,8.231481,0.87963,14.583333,0.0,,-1.796296,50.690013
IT,2020-02-09,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,8.677778,1.0,14.011111,0.0,,3.477778,70.538208
IT,2020-02-10,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,12.319444,10.152778,13.534722,0.580571,,10.465278,88.663453
IT,2020-02-11,ChIJA9KNRIL-1BIRb15jJFz1LOI,Q38,country/ITA,IT,Italy,IT,ITA,0,0,0,,,3,0,,,,,,,,,,,60359546,29384766,30974780,17645430,42651966,4234019,11351117,202.9,0.873,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074,2083196780000,34456,0.769,365331,42.5,12.5,301340,223236,73540,83.4,23.7,5.0,2.6,15.0,9.5,5.7401,3.9774,2840.130615,667.027588,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,19.44,14.631944,10.569444,18.194444,0.15875,,9.986111,74.373608
