location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_intensive_care_patients,cumulative_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SE,2020-08-20,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,333,2,9324,82523,5802,504532,1,2563,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-2,3,140,-23,-30,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,16.759259,11.790123,22.376543,1.995714,13.228395,79.844194
SE,2020-08-21,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,298,5,9324,82821,5807,513856,0,2563,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-3,133,-22,-30,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,17.205556,10.483333,21.922222,1.27,13.822222,80.694385
SE,2020-08-22,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,160,1,9324,82981,5808,523180,1,2564,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-8,-3,152,-11,2,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,17.916667,14.794444,22.15,2.088444,13.138889,73.746744
SE,2020-08-23,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,57,3,12203,83038,5811,535383,1,2565,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-3,110,-19,3,-1,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,14.7,10.333333,19.888889,0.53975,10.288889,75.008445
SE,2020-08-24,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,174,1,12203,83212,5812,547586,3,2568,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-3,-3,106,-24,-28,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.088889,4.127778,16.144444,3.781778,4.438889,68.053451
SE,2020-08-25,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,222,1,12203,83434,5813,559789,1,2569,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,4,4,139,-20,-28,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.594444,1.727778,17.4,3.3274,2.661111,62.125991
SE,2020-08-26,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,244,2,12203,83678,5815,571992,1,2570,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,0,1,98,-23,-27,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.766667,1.405556,17.116667,0.0,4.183333,68.437684
SE,2020-08-27,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,202,1,12203,83880,5816,584195,1,2571,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,2,4,106,-22,-27,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.338889,2.983333,15.283333,0.056444,3.95,69.169947
SE,2020-08-28,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,179,1,12203,84059,5817,596398,0,2571,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-2,-3,107,-21,-28,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.655556,2.727778,16.138889,0.0,4.4,70.035516
SE,2020-08-29,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,131,1,12203,84190,5818,608601,0,2571,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-3,87,-15,0,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.511111,5.327778,15.377778,1.36525,8.255556,86.107799
SE,2020-08-30,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,48,3,18027,84238,5821,626628,1,2572,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,0,-2,110,-17,4,-1,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.405556,3.766667,14.277778,3.175,7.427778,87.635335
SE,2020-08-31,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,162,2,18027,84400,5823,644655,0,2572,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-2,-2,92,-24,-28,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,8.283333,1.855556,14.238889,5.334,4.133333,75.327512
SE,2020-09-01,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,171,3,18027,84571,5826,662682,1,2573,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-3,-2,138,-20,-28,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.088889,1.883333,18.105556,0.0,4.955556,70.770555
SE,2020-09-02,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,213,2,18027,84784,5828,680709,3,2576,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-2,103,-24,-27,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.777778,3.033333,18.427778,0.0,5.961111,72.324135
SE,2020-09-03,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,286,2,18027,85070,5830,698736,3,2579,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-6,0,85,-25,-28,5,1,1,2,3,1,1,0,3,2,1,0,10000000,2,2,1,0,0,0,0,55.56,11.066667,4.905556,14.911111,0.22225,9.572222,90.679441
SE,2020-09-04,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,262,0,18027,85332,5830,716763,0,2579,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-6,-3,93,-23,-29,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,12.827778,10.394444,16.238889,2.7305,10.822222,87.792703
SE,2020-09-05,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,171,0,18027,85503,5830,734790,1,2580,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-3,113,-12,0,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,11.8,6.377778,16.716667,0.762,7.25,73.808
SE,2020-09-06,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,67,3,20382,85570,5833,755172,0,2580,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-6,-4,99,-20,1,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.144444,3.166667,16.616667,0.798286,5.416667,77.589452
SE,2020-09-07,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,185,1,20382,85755,5834,775554,0,2580,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-2,99,-24,-28,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.65,3.316667,16.85,1.415143,5.372222,69.906625
SE,2020-09-08,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,236,1,20382,85991,5835,795936,0,2580,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-8,-3,86,-25,-29,5,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,12.172222,6.416667,18.277778,1.778,7.538889,73.488329
SE,2020-09-09,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,314,2,20382,86305,5837,816318,1,2581,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-10,-4,59,-28,-27,5,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.027778,4.15,13.261111,0.381,6.9,86.726176
SE,2020-09-10,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,254,2,20382,86559,5839,836700,0,2581,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-5,-1,98,-23,-27,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,7.966667,3.122222,13.327778,2.4638,1.816667,65.245777
SE,2020-09-11,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,291,4,20382,86850,5843,857082,2,2583,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-4,101,-22,-27,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.238889,2.027778,15.222222,0.0,4.194444,70.952994
SE,2020-09-12,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,206,1,20382,87056,5844,877464,4,2587,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-10,-5,75,-17,-3,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.683333,6.922222,14.933333,1.27,7.388889,80.195886
SE,2020-09-13,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,106,2,19924,87162,5846,897388,1,2588,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-8,-5,84,-21,0,-1,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.65,4.177778,14.844444,2.667,4.138889,68.749529
SE,2020-09-14,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,220,2,19924,87382,5848,917312,1,2589,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-3,97,-23,-22,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,12.633333,6.283333,18.444444,0.0,9.772222,82.957398
SE,2020-09-15,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,292,1,19924,87674,5849,937236,2,2591,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-4,133,-20,-22,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,11.611111,8.85,14.327778,0.15875,9.988889,89.951976
SE,2020-09-16,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,330,2,19924,88004,5851,957160,1,2592,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-9,-5,87,-24,-22,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.177778,5.355556,13.566667,0.85725,4.511111,67.999253
SE,2020-09-17,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,389,1,19924,88393,5852,977084,0,2592,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-3,90,-24,-23,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,7.511111,2.961111,12.155556,0.0762,0.972222,63.307482
SE,2020-09-18,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,437,1,19924,88830,5853,997008,1,2593,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-4,-2,110,-20,-23,2,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,10.611111,2.25,20.116667,0.1778,4.055556,64.172665
SE,2020-09-19,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,279,1,19924,89109,5854,1016932,2,2595,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-4,-3,152,-7,2,-2,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,7.044444,0.372222,15.133333,0.0,1.505556,68.075152
SE,2020-09-20,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,133,4,18279,89242,5858,1035211,0,2595,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-4,101,-19,2,-1,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,7.833333,-1.216667,14.833333,0.0,4.355556,79.011902
SE,2020-09-21,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,266,2,18279,89508,5860,1053490,0,2595,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-4,72,-24,-23,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,12.066667,5.933333,16.527778,0.0,7.933333,76.057049
SE,2020-09-22,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,438,1,18279,89946,5861,1071769,2,2597,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-7,-3,99,-23,-21,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,12.044444,9.75,15.111111,0.0,7.277778,72.777641
SE,2020-09-23,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,553,0,18279,90499,5861,1090048,3,2600,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-8,-4,98,-25,-20,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,13.333333,9.227778,16.927778,0.028222,10.138889,81.107212
SE,2020-09-24,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,540,1,18279,91039,5862,1108327,2,2602,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,-8,-2,64,-26,-20,4,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,11.594444,7.716667,16.066667,2.2225,8.777778,82.938025
SE,2020-09-25,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,630,4,18279,91669,5866,1126606,1,2603,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,0,0,61,-24,-22,3,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,9.777778,5.383333,13.65,0.677333,5.388889,74.296789
SE,2020-09-26,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,325,2,18279,91994,5868,1144885,0,2603,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,0,0,63,-16,2,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,7.077778,5.488889,8.955556,8.98525,5.683333,90.883315
SE,2020-09-27,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,167,1,18580,92161,5869,1163465,0,2603,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,0,-1,93,-20,4,0,1,1,2,3,1,1,0,3,2,1,0,0,2,2,1,0,0,0,0,55.56,8.672222,7.422222,9.738889,11.2522,7.677778,93.543831
