location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_intensive_care_patients,cumulative_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
SE,2020-01-11,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.705556,-10.427778,5.877778,0.0,-3.033333,84.460178
SE,2020-01-12,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.533333,-2.577778,6.277778,2.159,-0.455556,81.005899
SE,2020-01-13,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.811111,-4.6,0.916667,0.0,-4.583333,81.942213
SE,2020-01-14,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.977778,-1.061111,3.805556,0.85725,0.411111,89.497437
SE,2020-01-15,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.144444,0.366667,5.738889,7.14375,0.683333,84.027055
SE,2020-01-16,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.022222,1.761111,5.977778,0.084667,0.594444,78.549566
SE,2020-01-17,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8,1.622222,4.805556,0.141111,2.211111,89.514078
SE,2020-01-18,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.888889,0.75,4.577778,2.44475,2.055556,94.358761
SE,2020-01-19,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.188889,-2.461111,3.211111,1.4732,-3.572222,78.471208
SE,2020-01-20,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.733333,-2.744444,7.255556,0.0,-1.55,74.147921
SE,2020-01-21,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.75,0.827778,7.733333,0.09525,-2.011111,66.494511
SE,2020-01-22,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.572222,-2.722222,3.416667,0.1016,-6.316667,60.178382
SE,2020-01-23,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.511111,-4.105556,3.511111,0.0,-4.883333,72.968292
SE,2020-01-24,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.572222,-2.711111,5.05,0.0,-3.005556,71.987752
SE,2020-01-25,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.483333,-4.838889,3.238889,0.0,-5.283333,76.038833
SE,2020-01-26,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.7,-0.572222,3.927778,0.0,0.133333,83.499372
SE,2020-01-27,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.533333,0.85,4.022222,0.127,1.566667,93.419885
SE,2020-01-28,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,0,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.216667,-0.083333,2.638889,1.4605,0.555556,95.423003
SE,2020-01-29,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,1,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.327778,-0.172222,1.094444,8.41375,-0.25,96.0222
SE,2020-01-30,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.2,-1.416667,0.744444,3.90525,-0.872222,95.426353
SE,2020-01-31,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,-0.55,-2.116667,0.922222,0.4445,-1.294444,94.79856
SE,2020-02-01,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,2.833333,0.2,5.066667,4.28625,1.877778,93.557065
SE,2020-02-02,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,0.422222,-2.338889,4.238889,1.919111,-3.255556,76.564812
SE,2020-02-03,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,-4.111111,-8.755556,1.116667,0.0,-7.066667,80.044183
SE,2020-02-04,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,1,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,-6.316667,-10.522222,-3.155556,0.0,-8.016667,87.855116
SE,2020-02-05,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,-3.05,-9.861111,2.377778,0.790222,-6.783333,75.903008
SE,2020-02-06,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,-1.188889,-3.966667,2.772222,0.34925,-2.816667,88.937481
SE,2020-02-07,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,-0.544444,-4.688889,3.405556,0.3048,-1.844444,91.132047
SE,2020-02-08,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Q34,country/SWE,SE,Sweden,SE,SWE,0,0,0,,1,0,,,,,,,,,,10230185,5142438,5087747,1264288,9021165,1608037,1608037,25.0,0.907,1223971,1155271,1338915,1330260,1294175,1286816,1114377,964267,522133,556025322000,54634,0.8,52822,61.0,15.0,447430,390507,31152,82.6,18.8,4.8,2.2,62.062,38.431,7.2,9.1,11.8164,3.984,5904.583984,887.612732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.56,1.122222,-1.727778,2.5,0.056444,-0.522222,88.971244
