location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
DK,2020-08-13,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,110,0,32563,15419,626,1905880,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,11,3,305,-14,-26,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,20.016667,13.727778,26.155556,0.0,13.377778,66.02753
DK,2020-08-14,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,126,0,25250,15545,626,1931130,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,3,-3,325,-13,-27,0,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,19.666667,11.466667,26.522222,0.0254,12.938889,65.424929
DK,2020-08-15,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,90,0,25599,15635,626,1956729,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-4,-3,305,3,-2,-4,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,19.655556,12.477778,26.994444,0.0254,14.772222,73.731054
DK,2020-08-16,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,96,0,35579,15731,626,1992308,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,9,-4,277,-4,-2,-4,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,21.866667,13.488889,29.211111,0.0,14.177778,61.891472
DK,2020-08-17,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,112,0,37881,15843,626,2030189,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,10,0,289,-13,-26,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,22.394444,16.122222,28.683333,0.0,13.311111,56.83567
DK,2020-08-18,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,86,0,39067,15929,626,2069256,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,8,0,217,-15,-23,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,19.377778,15.222222,24.966667,0.127,16.75,84.927383
DK,2020-08-19,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,81,0,38011,16010,626,2107267,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-2,190,-16,-24,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,18.594444,13.683333,24.327778,2.511778,15.261111,81.033595
DK,2020-08-20,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,83,0,35709,16093,626,2142976,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,4,-3,138,-19,-25,3,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,18.561111,15.15,21.077778,1.11125,17.588889,94.113536
DK,2020-08-21,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,88,1,28635,16181,627,2171611,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,0,-6,167,-16,-25,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,1,0,50.93,20.388889,15.683333,25.616667,5.334,17.811111,85.258646
DK,2020-08-22,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,73,1,27561,16254,628,2199172,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-4,-5,154,-7,-3,-2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,18.694444,15.494444,22.733333,1.68275,14.9,78.692408
DK,2020-08-23,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,72,0,39336,16326,628,2238508,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,5,-7,93,-14,-5,-1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,15.833333,12.966667,19.716667,5.588,13.594444,86.666665
DK,2020-08-24,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,81,0,39814,16407,628,2278322,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,6,-4,150,-17,-22,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.3,10.083333,18.183333,3.358444,9.85,74.790614
DK,2020-08-25,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,79,1,40054,16486,629,2318376,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-3,171,-16,-21,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.016667,7.966667,18.844444,0.0635,9.05,72.154446
DK,2020-08-26,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,69,0,38675,16555,629,2357051,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,4,-5,113,-19,-20,3,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,16.777778,13.788889,20.527778,8.73125,15.283333,91.000341
DK,2020-08-27,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,107,0,35429,16662,629,2392480,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,4,-4,129,-18,-21,3,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.194444,10.766667,18.294444,20.701,11.866667,85.982792
DK,2020-08-28,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,82,0,25184,16744,629,2417664,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,1,-5,114,-18,-20,2,1,2,1,2,1,1,0,3,2,2,15993841,0,2,3,1,0,0,2,0,50.93,14.016667,9.872222,16.722222,0.762,12.405556,90.108743
DK,2020-08-29,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,103,0,25244,16847,629,2442908,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-3,-7,118,-11,-3,-1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.8,11.416667,18.588889,3.71475,13.15,89.948738
DK,2020-08-30,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,118,0,39637,16965,629,2482545,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,10,-7,125,-12,-2,-2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.977778,10.6,19.794444,3.697111,12.055556,82.742916
DK,2020-08-31,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,198,2,39253,17163,631,2521798,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,16,2,161,-12,-19,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,13.938889,8.422222,18.805556,0.1016,8.677778,70.732853
DK,2020-09-01,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,155,0,40019,17318,631,2561817,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,14,1,181,-10,-18,0,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,13.505556,6.888889,19.144444,0.0,8.711111,72.886759
DK,2020-09-02,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,192,0,38809,17510,631,2600626,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,8,-2,142,-14,-18,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.683333,9.633333,19.466667,0.0508,10.744444,77.364316
DK,2020-09-03,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,199,1,40138,17709,632,2640764,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,8,0,124,-15,-18,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,14.161111,8.411111,18.677778,0.03175,11.838889,86.022704
DK,2020-09-04,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,197,0,28976,17906,632,2669740,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-2,142,-14,-19,0,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,15.594444,12.716667,19.461111,2.596444,11.772222,78.094442
DK,2020-09-05,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,222,0,29754,18128,632,2699494,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,1,-5,117,-10,-5,-2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,13.444444,9.927778,17.183333,0.53975,10.027778,80.018753
DK,2020-09-06,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,295,1,47893,18423,633,2747387,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,10,-6,96,-14,-5,-1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,12.2,8.666667,16.6,1.778,8.7,79.435083
DK,2020-09-07,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,327,1,48354,18750,634,2795741,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-4,125,-15,-20,1,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,13.2,8.577778,17.716667,0.536222,8.972222,75.62464
DK,2020-09-08,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,293,0,48840,19043,634,2844581,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-2,125,-16,-19,2,1,2,1,2,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,16.022222,12.977778,19.172222,1.2065,13.277778,83.854596
DK,2020-09-09,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,367,1,52171,19410,635,2896752,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,1,-6,79,-22,-20,3,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,15.377778,11.755556,18.327778,0.0,13.25,87.167774
DK,2020-09-10,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,346,0,50575,19756,635,2947327,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,5,-3,138,-17,-19,1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,12.188889,7.744444,16.794444,1.6256,7.688889,74.119859
DK,2020-09-11,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,301,1,41718,20057,636,2989045,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,2,-4,131,-16,-20,1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,13.427778,7.538889,17.161111,0.0,9.694444,78.219518
DK,2020-09-12,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,296,1,41900,20353,637,3030945,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-3,-7,100,-13,-6,-2,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,14.033333,11.905556,17.05,0.381,11.455556,84.534533
DK,2020-09-13,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,380,2,55785,20733,639,3086730,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,5,-8,80,-16,-5,-2,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,15.116667,11.572222,17.661111,1.778,12.95,86.960669
DK,2020-09-14,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,435,0,56157,21168,639,3142887,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,7,-6,180,-15,-17,0,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,17.316667,12.316667,22.755556,0.2032,14.8,85.223483
DK,2020-09-15,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,549,1,56699,21717,640,3199586,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,8,-3,204,-14,-16,1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,16.138889,9.9,23.477778,0.0,13.755556,85.850032
DK,2020-09-16,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,516,1,52062,22233,641,3251648,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,2,-6,134,-18,-16,2,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,13.7,10.094444,18.505556,0.0,10.144444,79.176309
DK,2020-09-17,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,475,0,51572,22708,641,3303220,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,3,-4,147,-18,-17,1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,10.533333,4.911111,16.222222,0.0,4.694444,67.333642
DK,2020-09-18,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,416,0,40425,23124,641,3343645,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-1,-6,152,-17,-17,1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,47.69,10.755556,3.138889,17.766667,0.0,6.405556,74.71808
DK,2020-09-19,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,408,3,40969,23532,644,3384614,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,-6,-6,151,-13,-4,-1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,11.661111,6.916667,17.738889,0.0,10.627778,93.432846
DK,2020-09-20,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,535,3,54189,24067,647,3438803,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,3,-8,112,-16,-3,-1,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,11.233333,8.611111,14.511111,0.0254,10.816667,97.282016
DK,2020-09-21,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,587,1,56633,24654,648,3495436,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,1,-6,123,-19,-20,3,1,2,1,3,1,1,0,3,2,2,0,0,2,3,1,0,0,2,0,50.93,11.944444,7.055556,18.0,0.0,10.305556,89.720362
