location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
DK,2020-01-11,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.655556,1.161111,6.822222,0.60325,3.544444,92.526928
DK,2020-01-12,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.688889,5.111111,7.722222,4.66725,6.277778,97.226717
DK,2020-01-13,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.672222,2.888889,6.305556,1.8288,3.783333,93.974637
DK,2020-01-14,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.983333,4.844444,9.488889,3.443111,5.627778,91.115102
DK,2020-01-15,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.872222,5.227778,10.488889,5.446889,6.816667,93.056298
DK,2020-01-16,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.394444,4.872222,7.977778,3.6322,4.572222,88.188119
DK,2020-01-17,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.177778,4.55,7.555556,0.0,4.883333,91.45436
DK,2020-01-18,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.155556,3.361111,7.138889,1.241778,3.877778,91.476711
DK,2020-01-19,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.683333,1.427778,6.327778,1.1684,1.255556,84.202461
DK,2020-01-20,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Q35,country/DNK,DK,Denmark,DK,DNK,0,0,0,,0,0,,,,,,,,5806081,2889073,2917008,698575,5119978,1333888,1333888,138.0,0.929,618216,683669,783879,681161,762648,797775,662929,552058,263746,355582262000,61360,0.774,50046,56.0,10.0,42920,33044,9295,81.0,19.1,8.3,3.6,82.426,51.652,13.2,11.3,2.5,10.3195,4.0099,5800.151367,796.851868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.705556,1.177778,7.155556,0.0508,4.361111,91.085505
