location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,current_hospitalized_patients,current_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SI,2020-01-01,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.183333,-5.011111,5.65,0.0,,-3.708333,84.565998
SI,2020-01-02,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.888889,-5.527778,6.694444,0.0,,-4.854167,79.281936
SI,2020-01-03,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.088889,-5.0,6.894444,0.0,,-4.423611,78.526905
SI,2020-01-04,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.783333,-3.45,7.983333,0.0,,-2.493056,77.021148
SI,2020-01-05,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.016667,-4.283333,6.916667,0.0,,-5.847222,60.20899
SI,2020-01-06,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.85,-7.194444,3.883333,0.0,,-6.965278,73.232387
SI,2020-01-07,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.688889,-7.577778,3.844444,0.0,,-7.020833,74.50956
SI,2020-01-08,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.972222,-6.877778,6.011111,0.0,,-5.326389,78.810605
SI,2020-01-09,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.616667,-4.883333,8.394444,0.0,,-4.0,74.956493
SI,2020-01-10,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.183333,-3.388889,10.661111,0.0,,-2.173611,73.686243
SI,2020-01-11,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.466667,-3.827778,6.955556,0.0,,-1.819444,86.003823
SI,2020-01-12,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.538889,-3.816667,6.927778,0.0,,-2.152778,82.21535
SI,2020-01-13,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.911111,-5.833333,5.633333,0.0,,-3.395833,84.504666
SI,2020-01-14,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,-4.211111,7.555556,0.0,,-2.743056,82.439038
SI,2020-01-15,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.45,-3.933333,9.016667,0.0,,-1.347222,83.59685
SI,2020-01-16,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.383333,-2.65,7.822222,0.0,,-0.569444,84.315109
SI,2020-01-17,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.85,-1.705556,3.544444,0.0,,-0.479167,91.460462
SI,2020-01-18,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.133333,-1.0,0.955556,0.0,,-0.826389,93.722988
SI,2020-01-19,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.694444,-2.3,5.038889,0.290286,12.7,-0.729167,89.581607
SI,2020-01-20,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.277778,-2.955556,2.588889,0.0,,-1.006944,90.832471
SI,2020-01-21,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.211111,-4.316667,4.9,0.0508,,-2.881944,82.318658
SI,2020-01-22,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.416667,-4.788889,9.077778,0.0,,-4.708333,72.787757
SI,2020-01-23,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.066667,-5.444444,3.622222,0.0,,-4.3125,85.454025
SI,2020-01-24,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.711111,-5.661111,6.483333,0.0,,-3.770833,83.081975
SI,2020-01-25,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.544444,-1.472222,8.483333,0.677333,,1.270833,86.379002
SI,2020-01-26,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.366667,1.361111,6.033333,1.3335,,2.284722,95.175492
SI,2020-01-27,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.072222,1.383333,5.194444,0.6096,,2.256944,94.379203
SI,2020-01-28,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.177778,1.238889,10.744444,0.943429,10.16,3.930556,86.859718
SI,2020-01-29,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.155556,-0.894444,8.894444,6.9596,15.24,0.875,84.352189
SI,2020-01-30,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.022222,-3.1,9.977778,0.0,,-0.888889,75.665723
SI,2020-01-31,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.344444,2.516667,13.494444,0.0,,2.680556,66.822422
SI,2020-02-01,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,2,0,0,,2,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.166667,3.633333,12.738889,0.0,,5.486111,77.178791
SI,2020-02-02,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.405556,4.855556,13.472222,0.0,,5.430556,75.992655
SI,2020-02-03,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.5,7.383333,13.688889,0.0,,6.388889,74.81458
SI,2020-02-04,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.255556,1.716667,11.955556,0.181429,,2.131944,69.206692
SI,2020-02-05,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.311111,-1.188889,7.233333,7.140222,10.16,-7.180556,45.882991
SI,2020-02-06,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.311111,-3.1,9.383333,0.1016,,-9.569444,41.068856
SI,2020-02-07,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.033333,-5.155556,7.916667,0.0,,-5.9375,64.23977
SI,2020-02-08,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,6,0,0,,8,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.583333,-4.9,8.55,0.0,,-3.75,73.368148
SI,2020-02-09,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.805556,-3.772222,10.866667,0.0,,-1.986111,65.928463
SI,2020-02-10,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.372222,5.327778,11.772222,0.127,,5.25,74.517151
SI,2020-02-11,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.377778,2.483333,11.644444,1.397,,3.388889,76.85366
SI,2020-02-12,ChIJYYOWXuckZUcRZdTiJR5FQOc,Q215,country/SVN,SI,Slovenia,SI,SVN,0,0,0,,,0,0,,,,,,,,,,,2080908,1038656,1042252,943292,1144654,102.9,0.88,213023,193538,216620,291897,303686,303649,276481,170981,111033,53990687600,26078,0.788,218657,46.0,15.0,20675,17680,2509,81.5,22.5,5.9,1.7,90.934,45.488,22.6,12.7,9.9745,3.0861,1920.28186,236.735565,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.105556,-0.916667,10.566667,0.1524,,0.298611,76.122988
