location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
MD,2020-01-01,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4375,-0.979167,4.194444,0.254,30.48,-2.027778,72.544046
MD,2020-01-02,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.319444,-3.881944,3.652778,0.0,20.32,-4.166667,75.39747
MD,2020-01-03,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.805556,-2.736111,6.548611,0.0,15.24,-5.576389,58.43743
MD,2020-01-04,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.083333,-5.215278,7.145833,0.0,10.16,-3.583333,71.322557
MD,2020-01-05,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.361111,0.236111,3.104167,1.820333,50.8,-0.326389,88.645808
MD,2020-01-06,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.034722,-4.229167,2.180556,0.0,40.64,-3.347222,78.396539
MD,2020-01-07,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.111111,-6.229167,0.847222,0.0,40.64,-6.618056,76.814482
MD,2020-01-08,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.513889,-7.520833,2.152778,0.0,40.64,-6.486111,79.963268
MD,2020-01-09,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.680556,-7.715278,0.9375,0.0,40.64,-4.868056,85.0583
MD,2020-01-10,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5625,-1.270833,5.854167,0.0,30.48,-1.590278,79.839618
MD,2020-01-11,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.090278,-2.652778,6.423611,0.0,20.32,-0.590278,82.555773
MD,2020-01-12,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.347222,-2.625,5.465278,0.108857,10.16,-0.791667,79.822174
MD,2020-01-13,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.715278,-4.701389,7.9375,0.0,,-2.923611,76.690223
MD,2020-01-14,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.458333,-4.576389,7.729167,0.0,,-2.756944,79.219479
MD,2020-01-15,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.979167,-3.923611,1.430556,0.0,,-1.5625,95.833551
MD,2020-01-16,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.708333,-1.270833,3.180556,0.0,,0.0,95.084432
MD,2020-01-17,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.034722,-2.145833,2.847222,0.0,,-1.041667,92.57823
MD,2020-01-18,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.027778,-1.847222,0.888889,0.0,,-2.319444,84.631867
MD,2020-01-19,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.006944,-0.979167,1.354167,0.0,,-3.138889,79.532452
MD,2020-01-20,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.569444,-1.541667,0.201389,0.0,,-4.243056,76.245934
MD,2020-01-21,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.493056,-0.576389,6.4375,0.0,,-3.881944,62.939484
MD,2020-01-22,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.173611,0.652778,11.979167,0.0,,-5.236111,47.204995
MD,2020-01-23,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.527778,-0.048611,5.416667,0.0,,-4.909722,58.124009
MD,2020-01-24,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,1.180556,-4.118056,7.645833,0.0,,-6.4375,56.87369
MD,2020-01-25,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,0.638889,-6.465278,7.979167,0.0,,-7.111111,56.36422
MD,2020-01-26,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,0.118056,-4.479167,5.597222,0.0,,-4.465278,71.82795
MD,2020-01-27,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,0.715278,-4.368056,7.347222,0.0,,-2.173611,81.583453
MD,2020-01-28,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,1.159722,-2.416667,5.291667,0.0,,-0.055556,91.936562
MD,2020-01-29,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,1.819444,-1.229167,5.180556,1.487714,,0.611111,91.725035
MD,2020-01-30,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,2.479167,-1.902778,7.986111,0.072571,,-3.270833,65.859254
MD,2020-01-31,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,3.048611,-2.618056,6.736111,1.016,,-1.715278,71.01953
MD,2020-02-01,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,7.652778,4.229167,9.965278,0.217714,,4.284722,79.298818
MD,2020-02-02,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,7.770833,2.409722,14.3125,1.342571,,3.736111,75.711835
MD,2020-02-03,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,5.541667,1.722222,9.680556,0.725714,,2.090278,78.598699
MD,2020-02-04,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,5.319444,0.520833,10.465278,0.653143,,2.125,79.904759
MD,2020-02-05,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,2.833333,-0.868056,6.034722,12.845143,10.16,1.298611,89.684697
MD,2020-02-06,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-1.284722,-3.861111,1.430556,0.0,20.32,-5.909722,70.912015
MD,2020-02-07,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-1.555556,-5.118056,1.458333,0.762,13.546667,-7.680556,63.100976
MD,2020-02-08,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-3.465278,-7.305556,0.270833,0.0,10.16,-10.215278,59.648437
MD,2020-02-09,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-0.0625,-3.875,4.9375,0.0,10.16,-8.215278,54.463775
MD,2020-02-10,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,2.493056,-2.770833,7.493056,0.508,,-3.513889,64.782698
MD,2020-02-11,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,5.270833,1.458333,9.736111,1.705429,,0.298611,70.369834
MD,2020-02-12,ChIJoWm3KDZ8yUARy6xT36wZgSU,Q217,country/MDA,MD,Moldova,MD,MDA,0,0,0,,0,0,,,,,,,4033963,1931953,2102010,1522135,1135502,504342,122.799,0.693,424058,419286,570833,773876,562808,521015,488289,184989,88809,11955435456,4498,0.58,58974,47.25,28.516667,33850,31217,2607,71.808,24.2,5.7,13.6,237.424,95.579,78.3,24.9,4.9235,3.2066,191.185776,83.424835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,3.423611,-0.1875,7.979167,0.0,,-3.770833,59.385504
