location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
RU,2020-01-01,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,,,,,,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-24.314815,-29.074074,-21.481481,0.254,509.27,-27.185185,77.329572
RU,2020-01-02,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-21.333333,-28.166667,-18.37037,1.608667,509.27,-23.833333,80.225751
RU,2020-01-03,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-25.796296,-28.592593,-23.555556,0.592667,609.6,-28.203704,80.075025
RU,2020-01-04,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-21.62963,-29.888889,-16.592593,2.286,609.6,-24.055556,80.7493
RU,2020-01-05,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-11.666667,-19.759259,-8.037037,4.910667,636.693333,-13.222222,88.135137
RU,2020-01-06,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.037037,-11.074074,-3.740741,3.725333,690.033333,-6.388889,90.293331
RU,2020-01-07,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-7.703704,-10.925926,-5.240741,2.032,709.506667,-9.462963,87.212367
RU,2020-01-08,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.351852,-17.166667,-9.481481,0.846667,624.84,-15.444444,84.389262
RU,2020-01-09,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-20.333333,-23.962963,-17.814815,0.677333,709.506667,-22.777778,80.876104
RU,2020-01-10,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.666667,-22.092593,-10.925926,1.524,700.193333,-16.740741,77.63695
RU,2020-01-11,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.388889,-14.222222,-11.777778,4.064,878.84,-16.111111,79.951125
RU,2020-01-12,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.87037,-15.037037,-12.444444,2.032,723.9,-16.722222,79.234753
RU,2020-01-13,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-17.981481,-20.537037,-14.37037,1.354667,719.666667,-20.444444,81.177198
RU,2020-01-14,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.166667,-20.138889,-10.944444,1.27,864.87,-15.5,82.696364
RU,2020-01-15,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-17.925926,-22.925926,-11.0,1.354667,729.826667,-19.87037,84.678443
RU,2020-01-16,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-18.666667,-23.444444,-16.425926,1.185333,560.07,-20.703704,83.900718
RU,2020-01-17,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-11.259259,-20.537037,-9.518519,2.286,739.986667,-13.981481,80.300337
RU,2020-01-18,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-20.333333,-25.759259,-14.666667,1.608667,736.6,-23.166667,78.042339
RU,2020-01-19,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-29.296296,-34.611111,-24.037037,0.677333,729.826667,-31.833333,78.462117
RU,2020-01-20,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-31.685185,-37.981481,-27.962963,1.100667,736.6,-34.907407,72.973085
RU,2020-01-21,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-41.685185,-46.037037,-36.777778,0.084667,736.6,-44.592593,73.200885
RU,2020-01-22,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-37.314815,-45.537037,-30.37037,0.254,723.053333,-40.240741,73.974349
RU,2020-01-23,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-26.444444,-35.111111,-22.962963,1.016,743.373333,-29.259259,76.985038
RU,2020-01-24,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-17.777778,-27.666667,-14.0,2.455333,753.533333,-20.222222,81.122909
RU,2020-01-25,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-16.222222,-19.944444,-13.240741,2.286,762.846667,-18.240741,84.309723
RU,2020-01-26,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-21.314815,-24.37037,-18.851852,3.048,619.76,-23.314815,83.69688
RU,2020-01-27,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-22.87037,-26.314815,-20.018519,0.592667,786.553333,-25.314815,80.403798
RU,2020-01-28,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-12.12963,-24.722222,-9.833333,1.862667,786.553333,-14.240741,84.338078
RU,2020-01-29,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,0,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-18.351852,-23.12963,-14.833333,1.693333,810.26,-20.314815,84.51131
RU,2020-01-30,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,2,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.33,-29.240741,-36.111111,-24.12963,0.677333,810.26,-32.074074,76.388074
RU,2020-01-31,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-39.222222,-43.444444,-36.240741,0.169333,806.873333,-42.166667,73.50667
RU,2020-02-01,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-38.777778,-40.703704,-37.222222,0.254,849.63,-42.425926,68.558499
RU,2020-02-02,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-37.481481,-42.296296,-33.148148,0.169333,936.413333,-41.259259,68.037635
RU,2020-02-03,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-24.759259,-37.333333,-20.240741,2.116667,933.026667,-28.037037,74.378308
RU,2020-02-04,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,19077416,0,0,0,8.33,-23.148148,-25.222222,-21.537037,1.862667,933.026667,-26.685185,72.864619
RU,2020-02-05,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-18.537037,-26.925926,-13.537037,2.116667,926.253333,-21.185185,79.734037
RU,2020-02-06,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-7.111111,-17.074074,-2.592593,6.773333,943.186667,-8.666667,88.651489
RU,2020-02-07,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-6.333333,-13.240741,-1.537037,4.995333,970.28,-8.888889,82.104727
RU,2020-02-08,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-17.462963,-21.148148,-14.12963,0.931333,993.14,-20.037037,80.274861
RU,2020-02-09,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-22.814815,-27.962963,-20.203704,1.185333,982.98,-25.425926,79.001734
RU,2020-02-10,ChIJ-yRniZpWPEURE_YRZvj9CRQ,Q159,country/RUS,RU,Russia,RU,RUS,0,0,0,,2,0,,,,,,,,145934460,67640299,78294161,36689646,107683889,12476171,33674031,8.911,0.816,18622607,15256037,15607785,24468555,20375317,18897666,18501369,8549718,5655406,1699876578871,11584,0.729,60189,66.416667,94.25,17098250,16305829,187538,72.657317,39.3,6.1,6.1,49.4,25.4,8.5429,4.0139,585.87323,237.238129,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8.33,-26.888889,-29.537037,-24.888889,0.508,986.366667,-29.87037,75.698481
