location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
GR,2020-01-01,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.088889,0.761111,11.605556,0.0,,0.316667,62.447296
GR,2020-01-02,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.916667,2.660494,8.088889,0.73025,,-1.277778,60.526846
GR,2020-01-03,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.672222,2.805556,10.833333,0.6096,,-2.888889,50.785673
GR,2020-01-04,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.105556,2.116667,15.4,0.0,,-1.161111,52.311196
GR,2020-01-05,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.566667,2.794444,11.305556,0.725714,,2.305556,74.523604
GR,2020-01-06,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.3,3.95,7.144444,5.297714,,-0.383333,68.517738
GR,2020-01-07,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.95,2.355556,7.811111,8.73125,,-2.038889,61.376175
GR,2020-01-08,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.994444,2.016667,8.744444,0.9652,,-3.661111,53.781727
GR,2020-01-09,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.172222,0.505556,10.477778,0.0,,-2.966667,56.008856
GR,2020-01-10,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.238889,-0.166667,13.483333,0.0,,-1.405556,58.372716
GR,2020-01-11,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.261111,1.2,13.683333,0.0,,2.016667,74.751746
GR,2020-01-12,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.233333,3.216667,13.1,0.145143,,4.055556,75.067896
GR,2020-01-13,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.411111,4.922222,13.5,0.254,,5.3,75.705029
GR,2020-01-14,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.738889,2.438889,14.083333,0.0,,4.555556,80.434856
GR,2020-01-15,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.222222,3.894444,12.911111,0.0,,4.716667,78.9598
GR,2020-01-16,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.25,5.688889,13.583333,0.0,,3.244444,66.411301
GR,2020-01-17,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.233333,5.094444,11.494444,0.0,,2.088889,65.664619
GR,2020-01-18,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.531746,6.546296,9.87037,0.423333,,3.039683,68.608533
GR,2020-01-19,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.788889,5.555556,10.438889,1.49225,,2.783333,71.14577
GR,2020-01-20,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.961111,4.994444,9.327778,1.74625,,1.938889,70.744628
GR,2020-01-21,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.922222,1.833333,9.405556,0.0,,-0.727778,62.890688
GR,2020-01-22,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.511111,0.4,14.15,0.0,,-2.116667,54.41553
GR,2020-01-23,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.172222,0.627778,16.361111,0.0,,-0.005556,60.645398
GR,2020-01-24,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.311111,1.233333,12.122222,0.0,,0.894444,68.870817
GR,2020-01-25,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.655556,0.861111,14.483333,0.0,,4.088889,78.358921
GR,2020-01-26,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.0,5.122222,14.333333,0.0,,7.144444,82.866277
GR,2020-01-27,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.427778,7.388889,14.022222,1.693333,,8.67284,87.829811
GR,2020-01-28,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.793651,6.444444,16.857143,1.959429,,4.888889,62.850179
GR,2020-01-29,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.006944,8.729167,18.222222,0.0,,6.479167,61.019194
GR,2020-01-30,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.422222,6.894444,17.305556,0.0,,3.855556,56.128428
GR,2020-01-31,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.571429,4.34127,15.769841,0.0,,2.928571,59.634631
GR,2020-02-01,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.912698,6.880952,18.015873,0.0,,5.198413,64.024836
GR,2020-02-02,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.714286,6.412698,17.857143,0.0,,7.420635,75.348103
GR,2020-02-03,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.801587,7.357143,18.142857,0.0,,7.611111,70.985602
GR,2020-02-04,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.944444,8.373016,18.626984,0.0,,7.944444,67.685683
GR,2020-02-05,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.809524,5.111111,14.31746,5.0165,,4.857143,71.662084
GR,2020-02-06,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.079365,2.571429,7.333333,6.5405,,1.420635,77.782478
GR,2020-02-07,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.611111,2.944444,8.579365,2.794,,-2.81746,54.781291
GR,2020-02-08,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.595238,0.896825,7.388889,0.3048,,0.047619,72.714611
GR,2020-02-09,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.793651,0.642857,11.666667,0.072571,,0.619048,69.85904
GR,2020-02-10,ChIJY2xxEcdKWxMRHS2a3HUXOjY,Q41,country/GRC,GR,Greece,GR,GRC,0,0,0,,0,0,,,,,,,,10724599,5208293,5516306,2208848,8507474,3154152,3154152,82.5,0.865,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434,217962048000,20296,0.681,192307,38.5,23.0,131960,112653,18519,81.9,43.4,4.7,3.6,93.96,42.478,27.6,12.4,4.3,3.6331,5.4789,1516.587769,527.017395,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.301587,2.769841,16.031746,0.0,,3.492063,62.945028
