location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
UA,2020-08-29,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2481,41,1055,19459,116978,2492,56138,1536171,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-1,6,64,3,-4,-6,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,66.2,21.444444,10.625,30.569444,0.0,,10.083333,48.434441
UA,2020-08-30,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2096,35,596,14109,119074,2527,56734,1550280,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,3,11,60,5,5,-7,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,66.2,24.652778,16.152778,32.875,0.0,,9.569444,39.053299
UA,2020-08-31,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2141,30,380,6375,121215,2557,57114,1556655,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,12,17,57,2,-25,-1,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,66.2,25.208333,15.222222,34.208333,0.0,,8.305556,34.631422
UA,2020-09-01,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2088,48,688,41052,123303,2605,57802,1597707,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,9,14,58,-1,-24,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,25.513889,14.708333,34.652778,0.0,,8.833333,35.170962
UA,2020-09-02,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2495,51,1015,23990,125798,2656,58817,1621697,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,2,11,55,-1,-23,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,25.388889,15.083333,34.555556,0.0,,10.166667,38.415314
UA,2020-09-03,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2430,54,859,,128228,2710,59676,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-1,8,48,-1,-24,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,24.833333,17.625,32.25,0.0,,13.652778,51.499429
UA,2020-09-04,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2723,51,937,,130951,2761,60613,1673316,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-3,8,35,-2,-23,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,20.083333,17.930556,23.152778,0.762,,15.513889,75.037195
UA,2020-09-05,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2836,50,1036,20477,133787,2811,61649,1693793,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-4,5,50,-2,-8,-5,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,19.027778,16.486111,22.805556,1.778,,12.875,68.00961
UA,2020-09-06,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2107,35,578,15224,135894,2846,62227,1709017,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-2,9,48,1,1,-5,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,20.875,12.388889,29.708333,0.0,,8.930556,46.650066
UA,2020-09-07,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2174,31,379,22860,138068,2877,62606,1731877,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,4,11,48,-1,-24,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,,0,3,0,64.35,21.75,11.555556,31.152778,0.0,,9.458333,45.576244
UA,2020-09-08,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2411,57,940,20054,140479,2934,63546,1751931,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,4,12,43,-1,-24,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,16.902778,12.569444,21.944444,0.635,,9.319444,61.04944
UA,2020-09-09,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2551,45,1157,26552,143030,2979,64703,1778483,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,4,12,50,1,-21,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,18.125,11.416667,25.25,0.0,,8.958333,55.198803
UA,2020-09-10,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2582,44,1174,27945,145612,3023,65877,1806428,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,1,10,55,1,-22,-4,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,20.166667,10.75,28.805556,0.0,,9.375,50.105528
UA,2020-09-11,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3144,53,1128,27737,148756,3076,67005,1834165,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,2,12,49,2,-22,-4,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,18.138889,12.513889,23.555556,0.0,,7.319444,49.29281
UA,2020-09-12,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3103,72,1341,22302,151859,3148,68346,1856467,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-1,6,68,3,-8,-8,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,16.625,7.833333,25.013889,0.0,,5.458333,47.94223
UA,2020-09-13,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2476,30,547,14323,154335,3178,68893,1870790,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-2,8,56,3,0,-8,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,18.361111,7.180556,27.597222,0.0,,6.222222,45.367091
UA,2020-09-14,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2462,33,650,26898,156797,3211,69543,1897688,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,2,9,51,-1,-17,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,19.569444,14.486111,24.958333,0.0,,9.611111,52.75057
UA,2020-09-15,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2905,53,1267,27794,159702,3264,70810,1925482,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,2,10,45,-1,-16,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,19.5,13.277778,26.375,0.0,,12.208333,62.941151
UA,2020-09-16,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2958,76,1514,29729,162660,3340,72324,1955211,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,3,12,52,2,-17,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,2,2,0,0,3,0,64.35,19.097222,11.625,26.819444,0.0,,11.888889,63.312813
UA,2020-09-17,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3584,60,1589,30591,166244,3400,73913,1985802,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-2,6,42,-1,-18,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,21.194444,12.347222,29.611111,0.0,,9.611111,47.629332
UA,2020-09-18,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3228,68,1573,29121,169472,3468,75486,2014923,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-5,6,22,-4,-18,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,12.486111,9.333333,15.708333,0.0,,4.555556,58.607101
UA,2020-09-19,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3240,48,1268,23927,172712,3516,76754,2038850,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,1,8,51,2,-8,-5,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,13.986111,8.347222,19.944444,0.0,,4.055556,51.403626
UA,2020-09-20,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2966,41,758,19788,175678,3557,77512,2058638,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-2,7,42,1,0,-5,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,13.638889,6.430556,21.347222,0.0,,4.861111,55.456714
UA,2020-09-21,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2675,26,672,20844,178353,3583,78184,2079482,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,3,10,43,-1,-19,-1,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,13.361111,3.791667,22.25,0.0,,3.861111,52.873914
UA,2020-09-22,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2884,59,1717,22895,181237,3642,79901,2102377,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-3,8,26,-1,-16,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,15.402778,4.930556,24.777778,0.0,,4.013889,47.583611
UA,2020-09-23,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3497,63,1769,26779,184734,3705,81670,2129156,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-3,11,23,2,-15,-3,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,15.625,4.527778,25.444444,0.0,,1.027778,37.984328
UA,2020-09-24,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3372,52,1788,27497,188106,3757,83458,2156653,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-6,7,22,0,-16,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,16.652778,6.430556,26.486111,0.0,,5.305556,47.444944
UA,2020-09-25,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3565,70,1675,33273,191671,3827,85133,2189926,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-8,8,18,0,-16,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,19.125,10.263889,27.555556,0.0,,9.638889,54.524346
UA,2020-09-26,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3833,76,1740,20049,195504,3903,86873,2209975,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-10,4,33,2,-8,-5,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,20.902778,13.666667,27.527778,0.0,,10.569444,51.854733
UA,2020-09-27,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3130,56,1009,16533,198634,3959,87882,2226508,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-14,1,-5,-6,-7,-2,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,17.694444,13.472222,21.402778,8.255,,12.958333,73.856327
UA,2020-09-28,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,2671,37,571,24168,201305,3996,88453,2250676,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-6,6,16,0,-14,-1,3,2,1,2,2,1,2,4,1,1,0,0,2,3,2,0,0,3,0,64.35,15.097222,8.430556,21.180556,0.0,,9.527778,69.428483
UA,2020-09-29,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3627,69,1797,27572,204932,4065,90250,2278248,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-9,5,-1,-3,-14,-1,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,16.638889,13.208333,20.555556,1.778,,12.541667,76.931518
UA,2020-09-30,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4027,64,2110,30167,208959,4129,92360,2308415,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-10,6,-9,-5,-16,-1,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,14.0,12.861111,15.597222,22.225,,12.791667,92.489919
UA,2020-10-01,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4069,64,2038,29527,213028,4193,94398,2337942,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-7,10,2,-2,-15,-3,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,14.916667,12.5,18.236111,5.461,,12.138889,83.506833
UA,2020-10-02,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4633,68,2193,,217661,4261,96591,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-8,9,5,1,-15,-2,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,14.541667,13.152778,18.0,2.413,,12.694444,88.697438
UA,2020-10-03,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4661,92,2146,,222322,4353,98737,2382259,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-6,7,27,4,-12,-5,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,15.527778,11.708333,20.902778,0.762,,13.097222,85.520623
UA,2020-10-04,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4140,44,1370,15646,226462,4397,100107,2397905,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-6,7,27,5,-6,-5,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,17.263889,13.472222,22.333333,0.0,,12.972222,75.933293
UA,2020-10-05,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,3774,33,1145,25126,230236,4430,101252,2423031,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-7,7,13,1,-16,-2,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,16.652778,12.430556,22.305556,0.0,,8.75,60.026234
UA,2020-10-06,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4348,90,2149,32376,234584,4520,103401,2455407,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-8,7,5,-1,-16,-3,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,17.055556,12.194444,21.791667,0.0,,8.041667,56.655258
UA,2020-10-07,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,4753,77,2569,34295,239337,4597,105970,2489702,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-5,11,13,1,-15,-3,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,17.930556,15.666667,21.861111,14.986,,13.347222,75.74097
UA,2020-10-08,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,5397,93,2263,32658,244734,4690,108233,2522360,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,-7,9,14,1,-15,-2,3,2,1,2,2,1,2,2,1,1,0,0,2,3,2,0,0,3,0,58.8,17.416667,14.75,20.305556,2.032,,12.277778,72.670721
