location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
FI,2020-01-01,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.45,-9.994444,3.211111,1.143,108.494286,-4.222222,94.427827
FI,2020-01-02,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.211111,0.338889,4.388889,0.762,94.342857,0.922222,85.090429
FI,2020-01-03,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.988889,-1.783333,4.338889,1.342571,78.74,-0.705556,82.629384
FI,2020-01-04,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.377778,-6.416667,0.422222,1.27,52.07,-5.316667,86.510224
FI,2020-01-05,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-8.872222,-13.122222,-3.627778,0.4445,64.008,-10.483333,88.163132
FI,2020-01-06,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.533333,-7.172222,0.555556,1.524,85.634286,-2.094444,95.977048
FI,2020-01-07,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,1,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.077778,-0.338889,2.438889,1.2065,77.288571,0.727778,97.530763
FI,2020-01-08,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.055556,0.483333,3.022222,5.5245,70.394286,1.022222,92.970193
FI,2020-01-09,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.116667,-1.166667,2.505556,0.0,67.491429,-3.3,77.950712
FI,2020-01-10,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.705556,-5.083333,-0.388889,0.0,66.04,-3.811111,92.134403
FI,2020-01-11,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.577778,-4.655556,0.266667,1.143,140.546667,-3.138889,95.935468
FI,2020-01-12,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.766667,-1.938889,2.483333,1.185333,68.942857,-0.794444,89.446309
FI,2020-01-13,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.527778,-4.361111,-0.377778,0.0,68.942857,-3.516667,93.03571
FI,2020-01-14,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.311111,-2.944444,1.172222,0.762,50.292,-1.616667,90.981267
FI,2020-01-15,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.016667,0.061111,1.972222,7.62,81.703333,0.583333,96.942504
FI,2020-01-16,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.616667,-1.961111,0.638889,0.592667,78.74,-0.872222,98.157285
FI,2020-01-17,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.761111,-3.077778,0.888889,0.889,10.16,-1.172222,97.059568
FI,2020-01-18,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.527778,-2.005556,0.5,8.9535,54.356,-0.901235,98.42773
FI,2020-01-19,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.261111,-3.211111,0.405556,6.5405,81.642857,-1.622222,97.393474
FI,2020-01-20,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.144444,-4.077778,4.188889,0.762,71.845714,-0.8,95.391237
FI,2020-01-21,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.088889,-2.133333,4.9,1.741714,67.491429,-2.155556,79.344812
FI,2020-01-22,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4.661111,-6.522222,-0.533333,0.0508,67.491429,-7.583333,80.156886
FI,2020-01-23,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6.255556,-11.905556,-0.683333,2.032,55.88,-7.605556,90.176291
FI,2020-01-24,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.266667,-5.605556,0.833333,2.286,55.033333,-3.566667,90.926643
FI,2020-01-25,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-9.8,-17.7,-2.6,1.0795,89.988571,-10.894444,91.696986
FI,2020-01-26,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-14.9,-22.0,-9.594444,0.127,87.085714,-16.533333,87.309514
FI,2020-01-27,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,1,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-16.705556,-23.55,-10.8,0.0635,60.113333,-18.733333,84.267799
FI,2020-01-28,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-9.3,-12.927778,-8.344444,4.3815,71.966667,-10.888889,88.250908
FI,2020-01-29,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-8.494444,-9.35,-7.722222,0.5715,105.954286,-10.255556,87.143216
FI,2020-01-30,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-7.105556,-8.366667,-6.055556,0.6985,70.273333,-8.538889,89.532863
FI,2020-01-31,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-9.022222,-11.594444,-6.938889,2.2225,111.76,-10.827778,86.777595
FI,2020-02-01,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-8.622222,-12.072222,-5.927778,0.338667,10.16,-10.194444,88.403658
FI,2020-02-02,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-6.45,-10.066667,-4.444444,6.0325,81.703333,-7.572222,91.738863
FI,2020-02-03,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-7.472222,-11.455556,-3.394444,1.778,127.362857,-9.294444,86.827522
FI,2020-02-04,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-14.966667,-20.805556,-7.555556,0.0,124.46,-16.55,87.693565
FI,2020-02-05,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,-9.538889,-19.788889,-4.694444,1.0795,124.46,-10.872222,90.019907
FI,2020-02-06,ChIJ3fYyS9_KgUYREKh1PNZGAQA,Q33,country/FIN,FI,Finland,FI,FIN,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517919,2723290,2794629,803426,4716888,1292232,1292232,18.1,0.883,576696,601705,675248,706147,657943,732782,724769,539919,302710,276654540000,50150,0.814,54224,65.0,27.0,338450,289666,20052,81.8,20.4,5.6,1.4,89.21,44.026,7.2,10.2,4.4,14.7374,3.8118,4205.742676,850.713318,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,-10.088889,-15.833333,-5.35,0.0,120.468571,-12.416667,83.241434
