location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
AL,2020-06-02,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,20,0,297,1184,33,15246,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,17.583333,9.840278,23.097222,0.41275,,9.958333,61.202048
AL,2020-06-03,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,13,0,282,1197,33,15528,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,18.083333,10.611111,23.402778,0.34925,,9.4375,57.223193
AL,2020-06-04,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,15,0,162,1212,33,15690,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,19.722222,12.125,26.381944,0.0,,9.180556,51.194763
AL,2020-06-05,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,20,1,253,1232,34,15943,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.125,13.25,26.166667,0.471714,,10.194444,53.878042
AL,2020-06-06,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,14,0,193,1246,34,16136,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,18.902778,14.958333,24.444444,9.869714,,13.986111,73.378002
AL,2020-06-07,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,17,0,102,1263,34,16238,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.0625,13.513889,25.965278,1.741714,,13.25,65.024636
AL,2020-06-08,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,36,0,359,1299,34,16597,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.333333,14.486111,26.201389,0.22225,,14.527778,69.367288
AL,2020-06-09,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,42,0,311,1341,34,16908,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,21.548611,14.951389,27.097222,1.61925,,14.236111,63.324335
AL,2020-06-10,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,44,1,291,1385,35,17199,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.861111,15.166667,25.909722,5.0165,,14.611111,67.602907
AL,2020-06-11,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,31,1,300,1416,36,17499,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,19.6875,15.013889,24.0,1.8415,,12.861111,65.237905
AL,2020-06-12,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,48,0,270,1464,36,17769,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,19.75,12.673611,24.3125,0.0635,,12.576389,63.544493
AL,2020-06-13,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,57,0,362,1521,36,18131,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.805556,14.756944,25.909722,0.0,,13.729167,64.22525
AL,2020-06-14,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,69,0,319,1590,36,18450,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,22.423611,14.638889,28.034722,0.0,,13.5625,57.497209
AL,2020-06-15,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,82,1,364,1672,37,18814,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,21.638889,14.9375,26.770833,0.0,,14.208333,62.880706
AL,2020-06-16,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,50,1,333,1722,38,19147,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,20.3125,15.270833,24.909722,2.576286,,14.666667,70.188052
AL,2020-06-17,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,66,1,280,1788,39,19427,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,19.736111,15.680556,23.965278,7.728857,,15.597222,77.560281
AL,2020-06-18,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,50,3,330,1838,42,19757,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,21.256944,15.041667,26.104167,0.09525,,15.111111,68.140467
AL,2020-06-19,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,53,1,320,1891,43,20077,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,22.479167,14.659722,27.993056,0.0,,13.298611,56.433539
AL,2020-06-20,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,71,1,327,1962,44,20404,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,22.1875,14.701389,28.215278,0.0,,13.493056,58.022562
AL,2020-06-21,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,33,0,239,1995,44,20643,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,3,1,2,0,0,2,1,2,0,0,1,0,71.3,21.4375,15.486111,26.111111,0.3175,,14.236111,64.015524
AL,2020-06-22,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,52,1,328,2047,45,20971,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,21.472222,15.277778,26.222222,0.0,,14.631944,65.387027
AL,2020-06-23,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,67,2,347,2114,47,21318,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,22.118056,17.027778,27.006944,0.290286,,16.715278,71.712301
AL,2020-06-24,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,78,2,344,2192,49,21662,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,24.319444,18.083333,29.722222,0.22225,,16.0,60.663079
AL,2020-06-25,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,77,2,402,2269,51,22064,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,24.493056,18.013889,30.173611,8.1915,,16.805556,63.223107
AL,2020-06-26,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,61,2,355,2330,53,22419,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,25.229167,17.4375,31.618056,0.0,,17.284722,61.674542
AL,2020-06-27,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,72,2,374,2402,55,22793,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,26.145833,19.0,32.090278,0.0,,17.895833,60.552606
AL,2020-06-28,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,64,3,371,2466,58,23164,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,25.972222,19.208333,32.215278,0.0,,17.881944,61.363331
AL,2020-06-29,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,69,4,371,2535,62,23535,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,25.472222,18.402778,32.416667,0.127,,17.229167,60.588007
AL,2020-06-30,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,45,3,269,2580,65,23804,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,26.8125,18.534722,33.541667,0.0,,16.993056,55.153339
AL,2020-07-01,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,82,4,368,2662,69,24172,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,27.62963,19.37037,33.882716,0.0,,18.358025,57.237859
AL,2020-07-02,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,90,3,362,2752,72,24534,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,27.876543,19.783951,33.944444,0.0,,18.376543,56.661353
AL,2020-07-03,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,67,2,376,2819,74,24910,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,27.111111,18.993827,33.802469,0.564444,,18.018519,57.952965
AL,2020-07-04,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,74,2,392,2893,76,25302,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,26.012346,19.944444,33.432099,4.0005,,18.080247,62.268513
AL,2020-07-05,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,71,3,459,2964,79,25761,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,2,1,0,2,1,2,0,0,2,1,2,0,0,1,0,68.52,24.141975,17.814815,31.555556,5.588,,16.703704,64.191179
AL,2020-07-06,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,74,2,409,3038,81,26170,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,23.283951,18.154321,29.228395,8.128,,16.734568,67.798445
AL,2020-07-07,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,68,2,397,3106,83,26567,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,25.37037,18.45679,31.524691,0.197556,,16.222222,57.657984
AL,2020-07-08,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,82,0,401,3188,83,26968,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,23.438272,16.62963,29.709877,0.0,,12.95679,53.003797
AL,2020-07-09,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,90,2,420,3278,85,27388,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,24.462963,16.537037,31.0,0.0,,14.728395,55.583317
AL,2020-07-10,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,93,4,420,3371,89,27808,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,25.37037,16.709877,31.574074,0.0,,15.518519,55.104011
AL,2020-07-11,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,83,4,420,3454,93,28228,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,25.537037,17.395062,32.228395,0.0,,15.722222,55.247301
AL,2020-07-12,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,117,2,585,3571,95,28813,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,25.728395,18.444444,31.790123,4.543778,,17.697531,61.756457
AL,2020-07-13,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,96,2,451,3667,97,29264,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,23.919753,18.530864,29.475309,0.479778,,13.37037,53.439413
AL,2020-07-14,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,85,4,361,3752,101,29625,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,1,0,62.96,23.148148,17.154321,28.790123,0.0,,12.166667,51.241253
AL,2020-07-15,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,99,3,425,3851,104,30050,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,3,0,62.96,23.703704,15.975309,29.518519,0.0,,13.5,53.439452
AL,2020-07-16,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,55,3,431,3906,107,30481,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,3,0,62.96,23.388889,16.833333,28.623457,0.0,,14.944444,59.210173
AL,2020-07-17,ChIJLUwnvfM7RRMR7juY1onlfAc,Q222,country/ALB,AL,Albania,AL,ALB,0,102,4,501,4008,111,30982,,,,,,,2862427,1429594,1432833,1106598,1747593,484624,99.6,0.764,319074,381542,474360,366807,339697,398271,315510,190753,52224,15278077446,5352,0.621,53292,41.0,20.0,28750,26686,1689,78.9,28.7,9.0,7.8,93.315,49.486,68.0,17.0,3.6495,1.2164,2,2,2,4,1,1,0,2,1,2,0,0,2,1,2,0,0,3,0,62.96,23.067901,15.339506,29.080247,1.128889,,16.222222,65.687746
