location_key,date,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CH,2020-10-27,Q39,country/CHE,CH,Switzerland,CH,CHE,0,9745,42,37807,143933,2115,1501036,214,7744,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,3,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,35.65,3.027778,0.076389,7.347222,15.494,,-0.097222,80.04938
CH,2020-10-28,Q39,country/CHE,CH,Switzerland,CH,CHE,0,9279,44,37354,153212,2159,1538390,243,7987,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,3,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,35.65,6.17284,2.179012,9.32716,0.145143,,4.104938,86.821916
CH,2020-10-29,Q39,country/CHE,CH,Switzerland,CH,CHE,0,8974,57,38011,162186,2216,1576401,239,8226,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,41.67,6.907407,4.697531,9.277778,5.842,,5.716049,92.365956
CH,2020-10-30,Q39,country/CHE,CH,Switzerland,CH,CHE,0,8943,42,38177,171129,2258,1614578,305,8531,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,41.67,7.493827,3.382716,12.58642,1.241778,,4.567901,82.283258
CH,2020-10-31,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5128,61,24472,176257,2319,1639050,172,8703,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,41.67,7.37037,3.401235,13.203704,0.0,,1.450617,70.917925
CH,2020-11-01,Q39,country/CHE,CH,Switzerland,CH,CHE,0,3627,61,12771,179884,2380,1651821,213,8916,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,0,2,0,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,41.67,8.271605,3.691358,11.987654,0.0,,4.074074,75.911838
CH,2020-11-02,Q39,country/CHE,CH,Switzerland,CH,CHE,0,10517,61,30088,190401,2441,1681909,305,9221,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,12.006173,8.734568,16.697531,0.0,,9.141975,82.983119
CH,2020-11-03,Q39,country/CHE,CH,Switzerland,CH,CHE,0,9597,80,38133,199998,2521,1720042,270,9491,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,9.185185,5.123457,12.746914,0.931333,10.16,7.783951,91.098382
CH,2020-11-04,Q39,country/CHE,CH,Switzerland,CH,CHE,0,8712,83,36407,208710,2604,1756449,224,9715,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.950617,3.617284,6.425926,7.438571,,3.530864,90.709102
CH,2020-11-05,Q39,country/CHE,CH,Switzerland,CH,CHE,0,7827,81,35070,216537,2685,1791519,223,9938,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,5.851852,3.82716,7.438272,0.0635,,2.858025,81.707388
CH,2020-11-06,Q39,country/CHE,CH,Switzerland,CH,CHE,0,7376,94,32595,223913,2779,1824114,271,10209,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,5.493827,1.858025,9.858025,0.0,,1.228395,76.743924
CH,2020-11-07,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4187,71,22703,228100,2850,1846817,223,10432,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,6.228395,2.722222,10.524691,0.0,,0.932099,72.9473
CH,2020-11-08,Q39,country/CHE,CH,Switzerland,CH,CHE,0,2979,89,11822,231079,2939,1858639,175,10607,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,5.506173,2.493827,10.851852,0.0,,2.283951,80.91529
CH,2020-11-09,Q39,country/CHE,CH,Switzerland,CH,CHE,0,8679,87,27348,239758,3026,1885987,289,10896,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.907407,2.123457,10.197531,0.0,,2.450617,84.867813
CH,2020-11-10,Q39,country/CHE,CH,Switzerland,CH,CHE,0,7390,88,34468,247148,3114,1920455,222,11118,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.561728,1.691358,8.148148,0.0,,1.944444,84.961953
CH,2020-11-11,Q39,country/CHE,CH,Switzerland,CH,CHE,0,6359,93,31361,253507,3207,1951816,233,11351,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,3.962963,1.87037,7.358025,0.0,,1.925926,87.216997
CH,2020-11-12,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5963,108,30587,259470,3315,1982403,225,11576,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.067901,0.950617,9.444444,0.0,,0.62963,79.221594
CH,2020-11-13,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5681,88,28227,265151,3403,2010630,244,11820,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.253086,0.259259,10.04321,0.0,,-0.092593,74.326726
CH,2020-11-14,Q39,country/CHE,CH,Switzerland,CH,CHE,0,3204,82,18506,268355,3485,2029136,182,12002,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.802469,0.944444,11.024691,0.0,,0.845679,76.417749
CH,2020-11-15,Q39,country/CHE,CH,Switzerland,CH,CHE,0,2315,85,9398,270670,3570,2038534,148,12150,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,5.17284,0.783951,11.277778,0.0,,0.888889,75.378901
CH,2020-11-16,Q39,country/CHE,CH,Switzerland,CH,CHE,0,6578,94,25652,277248,3664,2064186,279,12429,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,5.024691,2.006173,7.740741,7.184571,10.16,3.067901,87.526317
CH,2020-11-17,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5416,95,29108,282664,3759,2093294,213,12642,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,3.808642,-0.635802,8.537037,0.34925,,0.555556,80.077915
CH,2020-11-18,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4854,110,26264,287518,3869,2119558,192,12834,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,4.061728,0.858025,9.197531,0.0,,-1.148148,74.456627
CH,2020-11-19,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4490,85,25476,292008,3954,2145034,174,13008,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,3.339506,-1.808642,8.765432,3.193143,,1.0,84.881559
CH,2020-11-20,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4328,84,25549,296336,4038,2170583,214,13222,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,3,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,59.26,0.660494,-2.388889,2.296296,6.386286,,-1.493827,85.684749
CH,2020-11-21,Q39,country/CHE,CH,Switzerland,CH,CHE,0,2573,82,16485,298909,4120,2187068,105,13327,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-0.351852,-4.993827,3.820988,0.310444,,-8.901235,68.234511
CH,2020-11-22,Q39,country/CHE,CH,Switzerland,CH,CHE,0,1872,82,9341,300781,4202,2196409,155,13482,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,1.41358,-2.450617,6.166667,0.0,,-4.148148,71.713141
CH,2020-11-23,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5434,98,26317,306215,4300,2222726,227,13709,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,0.938272,-2.049383,5.919753,0.0,,-3.753086,73.895193
CH,2020-11-24,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4433,92,29504,310648,4392,2252230,165,13874,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,0.864198,-2.450617,5.0,0.0,,-4.197531,74.459252
CH,2020-11-25,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4293,93,27569,314941,4485,2279799,176,14050,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,0.753086,-1.259259,3.82716,0.0,,-3.024691,79.474898
CH,2020-11-26,Q39,country/CHE,CH,Switzerland,CH,CHE,0,3950,79,26128,318891,4564,2305927,178,14228,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-0.018519,-2.314815,3.598765,0.0,,-3.450617,80.216028
CH,2020-11-27,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4067,88,26028,322958,4652,2331955,191,14419,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,0.222222,-2.0,3.623457,0.0,,-3.388889,79.358001
CH,2020-11-28,Q39,country/CHE,CH,Switzerland,CH,CHE,0,2310,89,15769,325268,4741,2347724,153,14572,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-0.240741,-2.024691,1.91358,0.0,,-4.277778,79.568859
CH,2020-11-29,Q39,country/CHE,CH,Switzerland,CH,CHE,0,1691,84,8749,326959,4825,2356473,116,14688,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-0.018519,-1.969136,1.166667,0.0,,-4.925926,75.144152
CH,2020-11-30,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5267,95,25170,332226,4920,2381643,202,14890,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-0.950617,-4.185185,0.82716,0.0,,-8.345679,68.766984
CH,2020-12-01,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4252,88,27034,336478,5008,2408677,158,15048,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-2.098765,-5.37037,0.092593,3.846286,,-3.253086,91.797948
CH,2020-12-02,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4423,93,27820,340901,5101,2436497,172,15220,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-1.734568,-3.358025,-0.623457,3.556,69.85,-3.030864,90.979037
CH,2020-12-03,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4319,81,27360,345220,5182,2463857,179,15399,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-2.481481,-5.234568,1.734568,3.81,,-5.734568,79.175058
CH,2020-12-04,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4559,82,28554,349779,5264,2492411,185,15584,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,0.574074,-4.049383,4.475309,0.042333,,-3.969136,73.063687
CH,2020-12-05,Q39,country/CHE,CH,Switzerland,CH,CHE,0,2518,96,18229,352297,5360,2510640,141,15725,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-1.0,-2.833333,0.820988,5.188857,,-2.12963,92.044784
CH,2020-12-06,Q39,country/CHE,CH,Switzerland,CH,CHE,0,1939,70,10087,354236,5430,2520727,134,15859,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-1.67284,-2.790123,-0.481481,13.716,20.32,-1.981481,97.735729
CH,2020-12-07,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5827,80,28944,360063,5510,2549671,222,16081,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-2.209877,-3.851852,-0.703704,7.003143,,-3.376543,91.715687
CH,2020-12-08,Q39,country/CHE,CH,Switzerland,CH,CHE,0,4669,97,31411,364732,5607,2581082,176,16257,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-1.944444,-4.302469,0.191358,1.197429,99.06,-3.839506,87.230652
CH,2020-12-09,Q39,country/CHE,CH,Switzerland,CH,CHE,0,5240,87,32864,369972,5694,2613946,203,16460,,,,,,,8544527,4237121,4307406,2242404,6332428,1383092,1383092,213.6,0.93,868184,841274,1052733,1215196,1204432,1281878,931525,705653,443652,703082435360,81993,0.767,51701,46.798562,8.231973,41290,30190,7898,83.8,25.7,5.7,3.7,58.204,35.896,10.1,8.6,17.5357,4.2957,9956.259766,2882.037109,2,2,2,4,0,1,0,3,2,0,0,0,2,2,2,0,0,3,0,57.41,-2.185185,-3.425926,-1.191358,2.975429,,-2.746914,95.937042
