location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
AD,2020-09-26,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,1836,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,9.097222,2.777778,15.0,8.466667,,5.486111,79.092095
AD,2020-09-27,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,130,0,1966,53,53459,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,8.805556,2.027778,13.361111,14.732,10.16,1.791667,64.192926
AD,2020-09-28,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,1966,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,12.388889,5.375,18.736111,2.9845,,6.180556,66.996182
AD,2020-09-29,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,84,0,2050,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,12.986111,7.625,20.041667,9.652,,7.125,68.63585
AD,2020-09-30,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2050,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,13.75,6.277778,22.958333,5.0165,,6.791667,63.886657
AD,2020-10-01,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,60,0,2110,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,13.513889,8.5,18.930556,2.4765,,8.305556,72.352221
AD,2020-10-02,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2110,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,8.708333,2.5,14.125,1.0795,,5.925926,84.768948
AD,2020-10-03,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2110,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,7.638889,3.805556,12.277778,17.8435,,4.611111,81.854547
AD,2020-10-04,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,260,0,2370,53,58303,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,8.75,4.472222,13.972222,4.445,,5.055556,77.884086
AD,2020-10-05,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2370,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,9.791667,4.166667,16.458333,1.9685,40.64,4.708333,71.225224
AD,2020-10-06,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,198,0,2568,53,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,13.194444,6.138889,19.333333,2.667,,9.0,75.993333
AD,2020-10-07,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,1,2568,54,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,14.513889,10.652778,19.513889,3.048,10.16,10.763889,78.746348
AD,2020-10-08,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,128,1,2696,55,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,14.569444,8.944444,21.708333,1.905,,10.527778,76.903281
AD,2020-10-09,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2696,55,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,14.833333,9.805556,21.041667,5.08,,11.375,80.141047
AD,2020-10-10,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2696,55,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,12.736111,6.375,17.527778,13.335,,10.083333,84.035064
AD,2020-10-11,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,299,2,2995,57,64461,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,8.416667,5.333333,13.013889,1.8415,,2.638889,68.905845
AD,2020-10-12,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,2995,57,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,8.375,4.722222,13.25,4.318,,2.305556,66.994551
AD,2020-10-13,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,195,2,3190,59,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,9.569444,2.958333,15.555556,2.6035,,4.680556,73.411892
AD,2020-10-14,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,3190,59,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,6.805556,2.277778,11.916667,1.778,,3.611111,80.744275
AD,2020-10-15,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,187,0,3377,59,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,1,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,50.0,6.083333,1.319444,10.083333,6.5405,40.64,1.444444,73.451834
AD,2020-10-16,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,3377,59,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,6.430556,1.541667,12.430556,3.1115,,0.611111,67.944231
AD,2020-10-17,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,3377,59,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,8.111111,1.944444,15.083333,0.0,,2.416667,68.15527
AD,2020-10-18,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,246,3,3623,62,69456,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,8.541667,2.25,16.763889,2.4765,,2.652778,66.939756
AD,2020-10-19,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,3623,62,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,10.583333,4.041667,16.472222,5.0165,,5.055556,68.819521
AD,2020-10-20,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,188,1,3811,63,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,14.055556,10.25,17.111111,0.127,,7.541667,66.145021
AD,2020-10-21,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,3811,63,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,1,2,2,0,0,3,0,53.7,16.0,12.083333,19.902778,7.874,,10.819444,72.54482
AD,2020-10-22,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,227,6,4038,69,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,13.819444,11.652778,16.930556,3.6195,,11.638889,86.871942
AD,2020-10-23,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,4038,69,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,12.305556,8.638889,16.777778,8.382,20.32,9.791667,84.803682
AD,2020-10-24,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,4038,69,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,10.277778,5.375,16.888889,12.827,,6.361111,76.921767
AD,2020-10-25,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,287,3,4325,72,79945,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,10.361111,4.458333,16.611111,6.688667,,6.583333,77.487268
AD,2020-10-26,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,85,0,4410,72,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,7.444444,4.375,12.541667,9.398,10.16,4.277778,80.54401
AD,2020-10-27,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,107,0,4517,72,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,8.277778,3.375,14.236111,1.016,20.32,4.097222,74.962384
AD,2020-10-28,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,50,1,4567,73,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,10.972222,6.819444,16.0,6.0325,,8.083333,82.450771
AD,2020-10-29,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,98,2,4665,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,12.944444,7.555556,19.111111,0.508,,9.444444,79.301242
AD,2020-10-30,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,91,0,4756,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,11.972222,6.861111,19.305556,0.0,,6.013889,67.575465
AD,2020-10-31,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,69,0,4825,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,11.930556,5.805556,20.777778,2.4765,,4.638889,63.832342
AD,2020-11-01,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,63,0,4888,75,85772,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,12.361111,5.833333,20.277778,0.0635,,5.111111,63.436875
AD,2020-11-02,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,22,0,4910,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,13.583333,8.5,19.833333,2.54,,8.638889,73.018072
AD,2020-11-03,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,135,0,5045,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.930556,5.236111,15.333333,12.192,,8.240741,90.310574
AD,2020-11-04,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,90,0,5135,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,6.944444,3.875,9.722222,15.24,20.32,5.430556,90.462923
AD,2020-11-05,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,5135,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,8.638889,2.583333,15.013889,2.54,30.48,5.472222,80.520045
AD,2020-11-06,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,184,0,5319,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,12.194444,8.75,15.930556,2.794,,8.875,80.273395
AD,2020-11-07,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,64,0,5383,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,12.555556,9.777778,14.638889,0.0635,,10.402778,86.872845
AD,2020-11-08,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,54,0,5437,75,92242,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,10.402778,6.722222,15.375,15.748,,8.569444,88.599503
AD,2020-11-09,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,40,0,5477,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.597222,5.236111,15.652778,0.0635,,6.5,81.129131
AD,2020-11-10,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,90,0,5567,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.25,5.763889,14.527778,6.477,,6.958333,85.636409
AD,2020-11-11,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,49,0,5616,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,8.694444,3.972222,16.027778,2.0955,,5.569444,80.81582
AD,2020-11-12,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,109,0,5725,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.069444,4.430556,15.833333,0.0,,4.583333,73.819973
AD,2020-11-13,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,0,0,5725,75,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.458333,5.375,15.402778,0.0,,5.347222,75.680789
AD,2020-11-14,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,147,1,5872,76,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,9.694444,5.180556,15.930556,0.0,,6.180556,78.864678
AD,2020-11-15,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,42,0,5914,76,97543,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,3,0,59.26,11.291667,4.194444,16.347222,0.0,,8.069444,80.940157
AD,2020-11-16,ChIJlfCemC71pRIRkn_qeNc-yQc,Q228,country/AND,AD,Andorra,AD,AND,0,37,0,5951,76,,,,,,,,77265,58625,55581,9269,67873,164.394,0.858,9370,12022,10727,12394,21001,20720,14433,8657,4881,3154057987,40886,9407,42.558333,1.555278,470,33.5,7.7,2.7,4.0128,3.3333,4040.786621,1688.12146,2,2,2,4,1,0,0,2,2,2,0,0,2,3,2,0,0,3,0,59.26,10.180556,4.958333,14.805556,5.757333,,7.541667,83.759572
